"TEXT";"CODE";"ZUSATZZIFFER";"GEMEINDE";"KANTON";"E";"N"
"Trimbach";4632;0;"Trimbach";"SO";7.895;47.367
"Trimmis";7203;0;"Trimmis";"GR";9.557;46.898
"Trimstein";3083;0;"Münsingen";"BE";7.580;46.905
"Trin";7014;0;"Trin";"GR";9.363;46.830
"Trin Mulin";7016;0;"Trin";"GR";9.336;46.831
"Trogen";9043;0;"Trogen";"AR";9.468;47.407
"Trogne (St-Martin)";1969;3;"Saint-Martin (VS)";"VS";7.453;46.168
"Troinex";1256;0;"Troinex";"GE";6.148;46.161
"Troistorrents";1872;0;"Troistorrents";"VS";6.919;46.229
"Trub";3556;0;"Trub";"BE";7.877;46.943
"Trubschachen";3555;0;"Trubschachen";"BE";7.845;46.922
"Trun";7166;0;"Trun";"GR";8.981;46.743
"Truttikon";8467;0;"Truttikon";"ZH";8.726;47.627
"Trélex";1270;0;"Trélex";"VD";6.203;46.413
"Trübbach";9477;0;"Wartau";"SG";9.482;47.073
"Trüllikon";8466;0;"Trüllikon";"ZH";8.688;47.636
"Tschappina";7428;0;"Tschappina";"GR";9.378;46.686
"Tscheppach";4576;0;"Buchegg";"SO";7.482;47.148
"Tscherlach";8881;6;"Walenstadt";"SG";9.338;47.118
"Tschiertschen";7064;0;"Tschiertschen-Praden";"GR";9.604;46.816
"Tschierv";7532;0;"Val Müstair";"GR";10.34;46.624
"Tschingel ob Gunten";3656;0;"Sigriswil";"BE";7.708;46.723
"Tschlin";7559;0;"Valsot";"GR";10.42;46.870
"Tschugg";3233;0;"Tschugg";"BE";7.076;47.026
"Tuggen";8856;0;"Tuggen";"SZ";8.947;47.200
"Tumegl/Tomils";7418;0;"Domleschg";"GR";9.439;46.761
"Turbach";3781;0;"Saanen";"BE";7.335;46.479
"Turbenthal";8488;0;"Turbenthal";"ZH";8.852;47.433
"Turgi";5300;0;"Turgi";"AG";8.253;47.490
"Turin (Salins)";1991;4;"Sion";"VS";7.354;46.215
"Turtmann";3946;0;"Turtmann-Unterems";"VS";7.701;46.303
"Tuttwil";9546;0;"Wängi";"TG";8.944;47.482
"Twann";2513;0;"Twann-Tüscherz";"BE";7.159;47.095
"Tägerig";5522;0;"Tägerig";"AG";8.276;47.405
"Tägerschen";9554;0;"Tobel-Tägerschen";"TG";9.026;47.506
"Tägertschi";3111;0;"Tägertschi";"BE";7.586;46.874
"Tägerwilen";8274;0;"Tägerwilen";"TG";9.126;47.651
"Täsch";3929;0;"Täsch";"VS";7.782;46.068
"Täuffelen";2575;0;"Täuffelen";"BE";7.198;47.065
"Törbel";3923;0;"Törbel";"VS";7.849;46.238
"Tübach";9327;0;"Tübach";"SG";9.454;47.486
"Tüscherz-Alfermée";2512;0;"Twann-Tüscherz";"BE";7.195;47.117
"Udligenswil";6044;0;"Udligenswil";"LU";8.399;47.091
"Ueberstorf";3182;0;"Ueberstorf";"FR";7.305;46.866
"Uebeschi";3635;0;"Uebeschi";"BE";7.551;46.739
"Ueken";5028;0;"Ueken";"AG";8.044;47.484
"Uerikon";8713;0;"Stäfa";"ZH";8.756;47.234
"Uerkheim";4813;0;"Uerkheim";"AG";8.024;47.306
"Uerschhausen";8537;2;"Hüttwilen";"TG";8.819;47.607
"Uerzlikon";8926;3;"Kappel am Albis";"ZH";8.499;47.220
"Uesslingen";8524;0;"Uesslingen-Buch";"TG";8.836;47.580
"Uetendorf";3661;0;"Uetendorf";"BE";7.576;46.778
"Uetikon am See";8707;0;"Uetikon am See";"ZH";8.679;47.269
"Uetliberg";8143;2;"Stallikon";"ZH";8.490;47.348
"Uetliburg SG";8738;0;"Gommiswald";"SG";9.026;47.242
"Uettligen";3043;0;"Wohlen bei Bern";"BE";7.387;46.989
"Uezwil";5619;2;"Uezwil";"AG";8.271;47.316
"Uffikon";6253;0;"Dagmersellen";"LU";8.021;47.211
"Ufhusen";6153;0;"Ufhusen";"LU";7.900;47.117
"Uhwiesen";8248;0;"Laufen-Uhwiesen";"ZH";8.634;47.671
"Uitikon Waldegg";8142;0;"Uitikon";"ZH";8.448;47.370
"Ulisbach";9631;0;"Wattwil";"SG";9.106;47.284
"Ulmiz";3214;0;"Ulmiz";"FR";7.200;46.932
"Ulrichen";3988;0;"Obergoms";"VS";8.301;46.508
"Umiken";5222;0;"Brugg";"AG";8.184;47.480
"Undervelier";2863;0;"Haute-Sorne";"JU";7.218;47.303
"Unterbach BE";3857;0;"Meiringen";"BE";8.112;46.739
"Unterbäch VS";3944;0;"Unterbäch";"VS";7.795;46.283
"Untereggen";9033;0;"Untereggen";"SG";9.445;47.452
"Unterems";3948;0;"Turtmann-Unterems";"VS";7.691;46.292
"Unterendingen";5305;0;"Endingen";"AG";8.292;47.546
"Unterengstringen";8103;0;"Unterengstringen";"ZH";8.441;47.412
"Unterentfelden";5035;0;"Unterentfelden";"AG";8.038;47.369
"Unteriberg";8842;0;"Unteriberg";"SZ";8.803;47.056
"Unterkulm";5726;0;"Unterkulm";"AG";8.108;47.309
"Unterlangenegg";3614;0;"Unterlangenegg";"BE";7.692;46.798
"Unterlunkhofen";8918;0;"Unterlunkhofen";"AG";8.387;47.322
"Unterramsern";4588;0;"Unterramsern";"SO";7.482;47.117
"Unterrindal";9604;2;"Lütisburg";"SG";9.090;47.410
"Unterschächen";6465;0;"Unterschächen";"UR";8.768;46.861
"Unterseen";3800;2;"Unterseen";"BE";7.849;46.687
"Untersiggenthal";5417;0;"Untersiggenthal";"AG";8.259;47.505
"Unterstammheim";8476;0;"Unterstammheim";"ZH";8.784;47.640
"Untersteckholz";4916;0;"Langenthal";"BE";7.846;47.205
"Unterterzen";8882;0;"Quarten";"SG";9.251;47.112
"Untervaz";7204;0;"Untervaz";"GR";9.529;46.927
"Untervaz Bahnhof";7201;0;"Trimmis";"GR";9.552;46.910
"Unterwasser";9657;0;"Wildhaus-Alt St. Johann";"SG";9.308;47.196
"Unterägeri";6314;0;"Unterägeri";"ZG";8.582;47.138
"Uors (Lumnezia)";7114;0;"Lumnezia";"GR";9.184;46.702
"Urdorf";8902;0;"Urdorf";"ZH";8.419;47.384
"Urmein";7427;0;"Urmein";"GR";9.403;46.692
"Urnerboden";8751;0;"Spiringen";"UR";8.902;46.889
"Urnäsch";9107;0;"Urnäsch";"AR";9.276;47.315
"Ursenbach";4937;0;"Ursenbach";"BE";7.772;47.135
"Ursins";1412;2;"Ursins";"VD";6.668;46.735
"Urswil";6280;2;"Hochdorf";"LU";8.296;47.150
"Ursy";1670;0;"Ursy";"FR";6.834;46.635
"Urtenen-Schönbühl";3322;0;"Urtenen-Schönbühl";"BE";7.499;47.025
"Uster";8610;0;"Uster";"ZH";8.716;47.345
"Uttigen";3628;0;"Uttigen";"BE";7.574;46.793
"Uttwil";8592;0;"Uttwil";"TG";9.341;47.583
"Utzenstorf";3427;0;"Utzenstorf";"BE";7.557;47.126
"Utzigen";3068;0;"Vechigen";"BE";7.562;46.960
"Uvrier";1958;2;"Sion";"VS";7.412;46.250
"Uznach";8730;0;"Uznach";"SG";8.978;47.223
"Uzwil";9240;0;"Uzwil";"SG";9.138;47.434
"Vacallo";6833;0;"Vacallo";"TI";9.035;45.847
"Vadura";7314;0;"Pfäfers";"SG";9.486;46.956
"Vaduz";9490;0;"Vaduz";"LI";9.523;47.149
"Vaglio";6947;0;"Capriasca";"TI";8.958;46.058
"Vaglio";6947;0;"Capriasca";"TI";9.001;46.104
"Vairano";6575;1;"Gambarogno";"TI";8.812;46.131
"Val-d'Illiez";1873;0;"Val-d'Illiez";"VS";6.893;46.204
"Valangin";2042;0;"Valangin";"NE";6.907;47.016
"Valbella";7077;0;"Vaz/Obervaz";"GR";9.553;46.750
"Valchava";7535;0;"Val Müstair";"GR";10.40;46.600
"Valendas";7122;0;"Safiental";"GR";9.281;46.786
"Valens";7317;0;"Pfäfers";"SG";9.477;46.970
"Valeyres-sous-Montagny";1441;0;"Valeyres-sous-Montagny";"VD";6.608;46.798
"Valeyres-sous-Rances";1358;0;"Valeyres-sous-Rances";"VD";6.519;46.751
"Valeyres-sous-Ursins";1412;0;"Valeyres-sous-Ursins";"VD";6.655;46.746
"Vallamand";1586;0;"Vully-les-Lacs";"VD";7.038;46.931
"Vallon";1565;2;"Vallon";"FR";6.953;46.884
"Vallorbe";1337;0;"Vallorbe";"VD";6.380;46.712
"Vals";7132;0;"Vals";"GR";9.178;46.618
"Valzeina";7213;0;"Grüsch";"GR";9.603;46.951
"Vandoeuvres";1253;0;"Vandoeuvres";"GE";6.202;46.221
"Varen";3953;2;"Varen";"VS";7.607;46.316
"Varenzo";6777;1;"Quinto";"TI";8.724;46.503
"Vasön";7317;3;"Pfäfers";"SG";9.474;46.953
"Vattiz";7146;0;"Lumnezia";"GR";9.157;46.707
"Vauderens";1675;0;"Ursy";"FR";6.847;46.623
"Vauffelin";2537;0;"Sauge";"BE";7.303;47.187
"Vaugondry";1423;4;"Tévenon";"VD";6.636;46.846
"Vaulion";1325;0;"Vaulion";"VD";6.390;46.689
"Vaulruz";1627;0;"Vaulruz";"FR";6.993;46.623
"Vaumarcus";2028;0;"Vaumarcus";"NE";6.755;46.878
"Vaux-sur-Morges";1126;0;"Vaux-sur-Morges";"VD";6.466;46.536
"Vaz/Obervaz";7082;0;"Vaz/Obervaz";"GR";9.522;46.692
"Vella";7144;0;"Lumnezia";"GR";9.176;46.717
"Vellerat";2830;2;"Vellerat";"JU";7.370;47.320
"Veltheim AG";5106;0;"Veltheim (AG)";"AG";8.144;47.435
"Vendlincourt";2943;0;"Vendlincourt";"JU";7.146;47.451
"Vens (Sembrancher)";1933;2;"Vollèges";"VS";7.126;46.088
"Venthône";3973;0;"Venthône";"VS";7.532;46.307
"Verbier";1936;0;"Bagnes";"VS";7.219;46.102
"Vercorin";3967;0;"Chalais";"VS";7.533;46.257
"Verdabbio";6538;0;"Verdabbio";"GR";9.158;46.269
"Verdabbio";6538;0;"Verdabbio";"GR";9.234;46.264
"Verdasio";6655;2;"Centovalli";"TI";8.636;46.164
"Vergeletto";6664;0;"Vergeletto";"TI";8.602;46.226
"Vermes";2829;0;"Val Terbi";"JU";7.478;47.329
"Vernamiège";1961;0;"Mont-Noble";"VS";7.438;46.210
"Vernate";6992;0;"Vernate";"TI";8.884;45.995
"Vernayaz";1904;0;"Vernayaz";"VS";7.038;46.134
"Vernier";1214;0;"Vernier";"GE";6.086;46.215
"Vers-chez-Perrin";1551;0;"Payerne";"VD";6.942;46.796
"Vers-l'Eglise";1864;0;"Ormont-Dessus";"VD";7.131;46.353
"Versam";7104;0;"Safiental";"GR";9.335;46.793
"Versam";7104;0;"Safiental";"GR";9.343;46.737
"Verscio";6653;0;"Terre di Pedemonte";"TI";8.732;46.184
"Versegères";1947;0;"Bagnes";"VS";7.233;46.064
"Versoix";1290;0;"Versoix";"GE";6.165;46.281
"Vesin";1483;3;"Cugy (FR)";"FR";6.872;46.807
"Vessy";1234;0;"Veyrier";"GE";6.154;46.172
"Vevey";1800;0;"Vevey";"VD";6.848;46.459
"Vex";1981;0;"Vex";"VS";7.400;46.213
"Veyras";3968;0;"Veyras";"VS";7.537;46.302
"Veyrier";1255;0;"Veyrier";"GE";6.186;46.166
"Veysonnaz";1993;0;"Veysonnaz";"VS";7.336;46.197
"Veytaux";1820;6;"Veytaux";"VD";6.928;46.420
"Vezia";6943;0;"Vezia";"TI";8.937;46.023
"Vezio";6938;0;"Alto Malcantone";"TI";8.882;46.046
"Viano";7747;0;"Brusio";"GR";10.13;46.253
"Vich";1267;1;"Vich";"VD";6.249;46.429
"Vichères (Liddes)";1945;9;"Liddes";"VS";7.166;45.996
"Vico Morcote";6921;0;"Vico Morcote";"TI";8.922;45.930
"Vicosoprano";7603;0;"Bregaglia";"GR";9.624;46.352
"Vicques";2824;0;"Val Terbi";"JU";7.413;47.347
"Vielbringen b. Worb";3075;2;"Worb";"BE";7.549;46.915
"Viganello";6962;0;"Lugano";"TI";8.969;46.012
"Vignogn";7147;0;"Lumnezia";"GR";9.157;46.697
"Vilars NE";2063;0;"Val-de-Ruz";"NE";6.927;47.031
"Villa (Ayent)";1966;6;"Ayent";"VS";7.416;46.276
"Villa (Evolène)";1985;2;"Evolène";"VS";7.512;46.107
"Villa Bedretto";6781;1;"Bedretto";"TI";8.524;46.510
"Villa Luganese";6966;0;"Lugano";"TI";8.996;46.054
"Villaraboud";1679;0;"Siviriez";"FR";6.912;46.658
"Villarbeney";1652;2;"Botterens";"FR";7.108;46.629
"Villard-sur-Chamby";1832;2;"Montreux";"VD";6.931;46.467
"Villarepos";1583;0;"Villarepos";"FR";7.072;46.883
"Villargiroud";1694;2;"Villorsonnens";"FR";7.002;46.705
"Villariaz";1685;0;"Vuisternens-devant-Romont";"FR";6.939;46.664
"Villarimboud";1691;0;"La Folliaz";"FR";6.962;46.739
"Villarlod";1695;0;"Le Glèbe";"FR";7.022;46.705
"Villars-Bozon";1148;3;"L'Isle";"VD";6.407;46.606
"Villars-Bramard";1682;4;"Valbroye";"VD";6.898;46.718
"Villars-Burquin";1423;0;"Tévenon";"VD";6.625;46.846
"Villars-Epeney";1404;2;"Villars-Epeney";"VD";6.696;46.781
"Villars-Mendraz";1061;0;"Jorat-Menthue";"VD";6.729;46.647
"Villars-Ste-Croix";1029;0;"Villars-Sainte-Croix";"VD";6.560;46.566
"Villars-Tiercelin";1058;0;"Jorat-Menthue";"VD";6.704;46.627
"Villars-le-Comte";1515;0;"Villars-le-Comte";"VD";6.799;46.710
"Villars-le-Grand";1584;0;"Vully-les-Lacs";"VD";6.990;46.905
"Villars-le-Terroir";1040;2;"Villars-le-Terroir";"VD";6.639;46.657
"Villars-sous-Champvent";1443;3;"Champvent";"VD";6.583;46.786
"Villars-sous-Mont";1666;2;"Bas-Intyamon";"FR";7.069;46.540
"Villars-sous-Yens";1168;0;"Villars-sous-Yens";"VD";6.428;46.510
"Villars-sur-Fontenais";2903;0;"Fontenais";"JU";7.080;47.387
"Villars-sur-Glâne";1752;0;"Villars-sur-Glâne";"FR";7.116;46.791
"Villars-sur-Ollon";1884;0;"Ollon";"VD";7.056;46.297
"Villarsel-le-Gibloux";1695;4;"Le Glèbe";"FR";7.019;46.714
"Villarsel-sur-Marly";1723;3;"Villarsel-sur-Marly";"FR";7.173;46.760
"Villarsiviriaux";1694;0;"Villorsonnens";"FR";7.011;46.700
"Villarvolard";1651;0;"Corbières";"FR";7.107;46.645
"Villarzel";1555;0;"Villarzel";"VD";6.912;46.748
"Villaz-St-Pierre";1690;0;"Villaz-Saint-Pierre";"FR";6.957;46.720
"Villeneuve FR";1527;0;"Villeneuve (FR)";"FR";6.868;46.746
"Villeneuve VD";1844;0;"Villeneuve (VD)";"VD";6.925;46.396
"Villeret";2613;0;"Villeret";"BE";7.017;47.156
"Villette (Lavaux)";1096;2;"Bourg-en-Lavaux";"VD";6.710;46.493
"Villiers";2057;0;"Val-de-Ruz";"NE";6.971;47.074
"Villigen";5234;0;"Villigen";"AG";8.213;47.527
"Villmergen";5612;0;"Villmergen";"AG";8.243;47.345
"Villnachern";5213;0;"Villnachern";"AG";8.156;47.469
"Vilters";7324;0;"Vilters-Wangs";"SG";9.456;47.027
"Vinelz";3234;0;"Vinelz";"BE";7.111;47.033
"Vinzel";1184;1;"Vinzel";"VD";6.278;46.448
"Vionnaz";1895;0;"Vionnaz";"VS";6.899;46.309
"Vira (Gambarogno)";6574;0;"Gambarogno";"TI";8.842;46.143
"Visp";3930;0;"Visp";"VS";7.877;46.291
"Visperterminen";3932;0;"Visperterminen";"VS";7.910;46.259
"Vissoie";3961;21;"Anniviers";"VS";7.582;46.214
"Vitznau";6354;0;"Vitznau";"LU";8.483;47.010
"Vnà";7557;0;"Valsot";"GR";10.36;46.845
"Vogelsang AG";5412;1;"Gebenstorf";"AG";8.239;47.498
"Vogorno";6632;0;"Vogorno";"TI";8.858;46.222
"Volken";8459;0;"Volken";"ZH";8.629;47.572
"Volketswil";8604;0;"Volketswil";"ZH";8.686;47.388
"Vollèges";1941;0;"Vollèges";"VS";7.168;46.087
"Vordemwald";4803;0;"Vordemwald";"AG";7.896;47.272
"Vorderthal";8857;0;"Vorderthal";"SZ";8.899;47.122
"Vouvry";1896;0;"Vouvry";"VS";6.886;46.335
"Vrin";7149;0;"Lumnezia";"GR";9.098;46.656
"Vuadens";1628;0;"Vuadens";"FR";7.019;46.616
"Vuarmarens";1674;0;"Ursy";"FR";6.826;46.644
"Vuarrens";1418;0;"Vuarrens";"VD";6.648;46.687
"Vucherens";1509;0;"Vucherens";"VD";6.773;46.622
"Vufflens-la-Ville";1302;0;"Vufflens-la-Ville";"VD";6.538;46.577
"Vufflens-le-Château";1134;0;"Vufflens-le-Château";"VD";6.470;46.526
"Vugelles-La Mothe";1431;0;"Vugelles-La Mothe";"VD";6.578;46.824
"Vuibroye";1610;2;"Oron";"VD";6.805;46.572
"Vuippens";1633;2;"Marsens";"FR";7.072;46.658
"Vuissens";1486;0;"Vuissens";"FR";6.765;46.738
"Vuisternens-devant-Romont";1687;0;"Vuisternens-devant-Romont";"FR";6.929;46.656
"Vuisternens-en-Ogoz";1696;0;"Vuisternens-en-Ogoz";"FR";7.053;46.707
"Vuiteboeuf";1445;0;"Vuiteboeuf";"VD";6.549;46.807
"Vulliens";1085;0;"Vulliens";"VD";6.796;46.621
"Vullierens";1115;0;"Vullierens";"VD";6.481;46.574
"Vulpera";7552;0;"Scuol";"GR";10.28;46.787
"Vättis";7315;0;"Pfäfers";"SG";9.436;46.910
"Vérossaz";1891;11;"Vérossaz";"VS";6.988;46.210
"Vésenaz";1222;0;"Collonge-Bellerive";"GE";6.199;46.237
"Vétroz";1963;0;"Vétroz";"VS";7.278;46.223
"Wabern";3084;0;"Köniz";"BE";7.449;46.928
"Wagen";8646;0;"Rapperswil-Jona";"SG";8.885;47.233
"Wagenhausen";8259;4;"Wagenhausen";"TG";8.848;47.661
"Wagerswil";8564;6;"Wigoltingen";"TG";9.061;47.608
"Wahlen b. Laufen";4246;0;"Wahlen";"BL";7.516;47.402
"Wahlendorf";3046;0;"Meikirch";"BE";7.335;47.007
"Walchwil";6318;0;"Walchwil";"ZG";8.514;47.100
"Wald AR";9044;0;"Wald (AR)";"AR";9.488;47.416
"Wald ZH";8636;0;"Wald (ZH)";"ZH";8.917;47.279
"Walde AG";5046;2;"Schmiedrued";"AG";8.112;47.258
"Walde SG";8727;0;"Eschenbach (SG)";"SG";9.013;47.271
"Waldenburg";4437;0;"Waldenburg";"BL";7.748;47.383
"Waldhäusern AG";5624;2;"Bünzen";"AG";8.318;47.327
"Waldkirch";9205;0;"Waldkirch";"SG";9.278;47.469
"Waldstatt";9104;0;"Waldstatt";"AR";9.283;47.359
"Walenstadt";8880;0;"Walenstadt";"SG";9.307;47.122
"Walenstadtberg";8881;1;"Walenstadt";"SG";9.291;47.136
"Walkringen";3512;0;"Walkringen";"BE";7.614;46.948
"Wallbach";4323;0;"Wallbach";"AG";7.900;47.562
"Wallenbuch";3206;2;"Gurmels";"FR";7.224;46.930
"Wallenried";1784;3;"Wallenried";"FR";7.115;46.874
"Wallenwil";8360;2;"Eschlikon";"TG";8.953;47.453
"Wallisellen";8304;0;"Wallisellen";"ZH";8.594;47.418
"Walliswil b. Niederbipp";3380;2;"Walliswil bei Niederbipp";"BE";7.691;47.237
"Walliswil b. Wangen";3377;0;"Walliswil bei Wangen";"BE";7.682;47.228
"Walperswil";3272;0;"Walperswil";"BE";7.230;47.059
"Waltalingen";8468;0;"Waltalingen";"ZH";8.773;47.622
"Waltensburg/Vuorz";7158;0;"Waltensburg/Vuorz";"GR";9.116;46.774
"Waltenschwil";5622;0;"Waltenschwil";"AG";8.296;47.334
"Walterswil BE";4942;0;"Walterswil (BE)";"BE";7.776;47.112
"Walterswil SO";5746;0;"Walterswil (SO)";"SO";7.955;47.324
"Walzenhausen";9428;0;"Walzenhausen";"AR";9.604;47.450
"Wangen SZ";8855;0;"Wangen (SZ)";"SZ";8.890;47.190
"Wangen an der Aare";3380;0;"Wangen an der Aare";"BE";7.661;47.231
"Wangen b. Dübendorf";8602;0;"Wangen-Brüttisellen";"ZH";8.649;47.409
"Wangen b. Olten";4612;0;"Wangen bei Olten";"SO";7.877;47.342
"Wangenried";3374;0;"Wangenried";"BE";7.655;47.217
"Wangs";7323;0;"Vilters-Wangs";"SG";9.432;47.029
"Wanzwil";3372;0;"Heimenhausen";"BE";7.692;47.198
"Warth";8532;0;"Warth-Weiningen";"TG";8.876;47.584
"Wasen im Emmental";3457;0;"Sumiswald";"BE";7.797;47.043
"Wassen UR";6484;0;"Wassen";"UR";8.595;46.706
"Wasserauen";9057;3;"Schwende";"AI";9.428;47.283
"Wasterkingen";8195;0;"Wasterkingen";"ZH";8.472;47.590
"Watt";8105;2;"Regensdorf";"ZH";8.485;47.443
"Wattenwil";3665;0;"Wattenwil";"BE";7.504;46.770
"Wattwil";9630;0;"Wattwil";"SG";9.093;47.299
"Wauwil";6242;0;"Wauwil";"LU";8.022;47.186
"Wavre";2075;2;"La Tène";"NE";7.022;47.027
"Weesen";8872;0;"Weesen";"SG";9.096;47.136
"Wegenstetten";4317;0;"Wegenstetten";"AG";7.931;47.493
"Weggis";6353;0;"Weggis";"LU";8.434;47.032
"Weiach";8187;0;"Weiach";"ZH";8.436;47.554
"Weier im Emmental";3462;0;"Affoltern im Emmental";"BE";7.753;47.062
"Weinfelden";8570;0;"Weinfelden";"TG";9.114;47.562
"Weingarten-Kalthäusern";9508;0;"Lommis";"TG";8.988;47.524
"Weiningen TG";8532;2;"Warth-Weiningen";"TG";8.890;47.587
"Weiningen ZH";8104;0;"Weiningen (ZH)";"ZH";8.434;47.416
"Weissbad";9057;0;"Schwende";"AI";9.432;47.308
"Weissenburg";3764;0;"Därstetten";"BE";7.475;46.658
"Weissenstein b. Solothurn";4515;1;"Oberdorf (SO)";"SO";7.506;47.251
"Weisslingen";8484;0;"Weisslingen";"ZH";8.759;47.430
"Weisstannen";7326;0;"Mels";"SG";9.342;46.990
"Weite";9476;0;"Wartau";"SG";9.499;47.090
"Welschenrohr";4716;0;"Welschenrohr";"SO";7.518;47.279
"Wengen";3823;0;"Lauterbrunnen";"BE";7.919;46.607
"Wengi b. Büren";3251;0;"Wengi";"BE";7.395;47.084
"Wengi b. Frutigen";3714;3;"Reichenbach im Kandertal";"BE";7.662;46.609
"Wenslingen";4493;0;"Wenslingen";"BL";7.913;47.440
"Werdenberg";9470;5;"Grabs";"SG";9.461;47.168
"Wergenstein";7433;5;"Casti-Wergenstein";"GR";9.404;46.625
"Wermatswil";8615;0;"Uster";"ZH";8.745;47.362
"Wernetshausen";8342;0;"Hinwil";"ZH";8.866;47.299
"Werthenstein";6106;0;"Werthenstein";"LU";8.103;47.054
"Wettingen";5430;0;"Wettingen";"AG";8.332;47.471
"Wettswil";8907;0;"Wettswil am Albis";"ZH";8.468;47.339
"Wetzikon TG";8512;3;"Thundorf";"TG";8.998;47.537
"Wetzikon ZH";8620;0;"Wetzikon (ZH)";"ZH";8.806;47.322
"Wetzikon ZH";8623;0;"Wetzikon (ZH)";"ZH";8.816;47.332
"Wichtrach";3114;0;"Wichtrach";"BE";7.573;46.847
"Widen";8967;0;"Widen";"AG";8.357;47.367
"Widnau";9443;0;"Widnau";"SG";9.639;47.404
"Wiedlisbach";4537;0;"Wiedlisbach";"BE";7.648;47.247
"Wienacht-Tobel";9405;0;"Lutzenberg";"AR";9.537;47.466
"Wiesenberg";6383;3;"Dallenwil";"NW";8.364;46.926
"Wiesendangen";8542;0;"Wiesendangen";"ZH";8.789;47.521
"Wiezikon b. Sirnach";8372;0;"Sirnach";"TG";8.989;47.449
"Wiggen";6192;0;"Escholzmatt-Marbach";"LU";7.909;46.895
"Wiggiswil";3053;4;"Wiggiswil";"BE";7.470;47.031
"Wigoltingen";8556;0;"Wigoltingen";"TG";9.027;47.597
"Wikon";4806;0;"Wikon";"LU";7.967;47.263
"Wil AG";5276;0;"Mettauertal";"AG";8.153;47.560
"Wil SG";9500;0;"Kirchberg (SG)";"SG";9.053;47.440
"Wil SG";9500;0;"Wil (SG)";"SG";9.051;47.464
"Wil ZH";8196;0;"Wil (ZH)";"ZH";8.503;47.602
"Wila";8492;0;"Wila";"ZH";8.840;47.422
"Wilchingen";8217;0;"Wilchingen";"SH";8.464;47.669
"Wildberg";8489;0;"Wildberg";"ZH";8.821;47.426
"Wildegg";5103;0;"Möriken-Wildegg";"AG";8.165;47.415
"Wildensbuch";8465;1;"Trüllikon";"ZH";8.679;47.650
"Wilderswil";3812;0;"Wilderswil";"BE";7.869;46.666
"Wildhaus";9658;0;"Wildhaus-Alt St. Johann";"SG";9.349;47.201
"Wilen (Gottshaus)";9225;0;"Hauptwil-Gottshaus";"TG";9.281;47.492
"Wilen (Sarnen)";6062;0;"Sarnen";"OW";8.224;46.881
"Wilen b. Neunforn";8525;2;"Neunforn";"TG";8.795;47.601
"Wilen b. Wil";9535;0;"Wilen (TG)";"TG";9.032;47.447
"Wilen b. Wollerau";8832;2;"Freienbach";"SZ";8.734;47.197
"Wiler (Lötschen)";3918;0;"Wiler (Lötschen)";"VS";7.788;46.403
"Wiler b. Seedorf";3266;0;"Seedorf (BE)";"BE";7.320;47.048
"Wiler b. Utzenstorf";3428;0;"Wiler bei Utzenstorf";"BE";7.555;47.152
"Wileroltigen";3207;0;"Wileroltigen";"BE";7.235;46.970
"Wiliberg";5058;0;"Wiliberg";"AG";8.022;47.267
"Wilihof";6236;0;"Triengen";"LU";8.064;47.223
"Willadingen";3425;2;"Willadingen";"BE";7.611;47.146
"Willerzell";8846;0;"Einsiedeln";"SZ";8.794;47.129
"Willisau";6130;0;"Willisau";"LU";7.987;47.114
"Willisdorf";8253;2;"Diessenhofen";"TG";8.738;47.678
"Wimmis";3752;0;"Wimmis";"BE";7.635;46.673
"Winden";9315;2;"Egnach";"TG";9.359;47.506
"Windisch";5210;0;"Windisch";"AG";8.216;47.471
"Windlach";8175;0;"Stadel";"ZH";8.478;47.541
"Winikon";6235;0;"Triengen";"LU";8.049;47.237
"Winistorf";4558;3;"Drei Höfe";"SO";7.647;47.153
"Winkel";8185;0;"Winkel";"ZH";8.559;47.493
"Winterberg ZH";8312;0;"Lindau";"ZH";8.696;47.456
"Wintersingen";4451;0;"Wintersingen";"BL";7.827;47.495
"Winterthur";8409;0;"Winterthur";"ZH";8.781;47.509
"Winterthur";8405;0;"Winterthur";"ZH";8.778;47.477
"Winterthur";8400;0;"Winterthur";"ZH";8.712;47.500
"Winterthur";8408;0;"Winterthur";"ZH";8.683;47.507
"Winterthur";8404;0;"Winterthur";"ZH";8.759;47.507
"Winterthur";8406;0;"Winterthur";"ZH";8.700;47.483
"Winznau";4652;0;"Winznau";"SO";7.930;47.363
"Wirzweli";6383;4;"Dallenwil";"NW";8.365;46.913
"Wisen SO";4634;0;"Wisen (SO)";"SO";7.890;47.392
"Wislikofen";5463;0;"Wislikofen";"AG";8.362;47.557
"Wittenbach";9300;0;"Wittenbach";"SG";9.378;47.460
"Wittenwil";9547;0;"Aadorf";"TG";8.925;47.504
"Witterswil";4108;0;"Witterswil";"SO";7.528;47.487
"Wittinsburg";4443;0;"Wittinsburg";"BL";7.839;47.427
"Wittnau";5064;0;"Wittnau";"AG";7.978;47.479
"Wittwil";5053;2;"Staffelbach";"AG";8.039;47.290
"Wohlen AG";5610;0;"Wohlen (AG)";"AG";8.285;47.357
"Wohlen b. Bern";3033;0;"Wohlen bei Bern";"BE";7.355;46.973
"Wohlenschwil";5512;0;"Wohlenschwil";"AG";8.254;47.410
"Wolfenschiessen";6386;0;"Wolfenschiessen";"NW";8.403;46.907
"Wolfertswil";9116;0;"Degersheim";"SG";9.179;47.394
