"BFSNR"|"GEMEINDENAME"|"SPRACHREGION"|"GEMEINDE_GROESSE"|"STADT"|"LON"|"LAT"|"PLZ"|"INITIAL"
2614|"Büsserach"|1|6|false|7.546775|47.389894|4227|false
2701|"Basel"|1|1|true|7.588872|47.556361|4001|true
2703|"Riehen"|1|3|true|7.649222|47.584706|4125|false
2761|"Aesch (BL)"|1|4|true|7.587764|47.474231|4147|false
2762|"Allschwil"|1|3|true|7.535653|47.550617|4123|false
2763|"Arlesheim"|1|5|true|7.626772|47.495078|4144|false
2764|"Biel-Benken"|1|6|false|7.519294|47.503567|4105|false
2765|"Binningen"|1|4|true|7.582100|47.528572|4101|false
2766|"Birsfelden"|1|4|true|7.625564|47.555444|4127|false
2767|"Bottmingen"|1|5|false|7.574458|47.525756|4103|false
2768|"Ettingen"|1|6|false|7.551267|47.477933|4107|false
2769|"Münchenstein"|1|4|true|7.621553|47.513683|4142|false
2770|"Muttenz"|1|4|true|7.654467|47.520994|4132|false
2771|"Oberwil (BL)"|1|4|true|7.548886|47.519703|4104|false
2772|"Pfeffingen"|1|6|false|7.580383|47.457206|4148|false
2773|"Reinach (BL)"|1|4|true|7.590497|47.492647|4153|false
2775|"Therwil"|1|5|false|7.547869|47.496492|4106|false
2787|"Laufen"|1|5|false|7.498431|47.421111|4242|false
2793|"Zwingen"|1|6|false|7.524850|47.435639|4222|false
2823|"Bubendorf"|1|6|false|7.743747|47.445836|4416|false
2824|"Frenkendorf"|1|5|false|7.706747|47.501844|4402|false
2825|"Füllinsdorf"|1|6|false|7.728497|47.511389|4414|false
2828|"Lausen"|1|6|false|7.762764|47.468422|4415|false
2829|"Liestal"|1|4|true|7.721058|47.485386|4410|false
2831|"Pratteln"|1|4|true|7.688083|47.515664|4133|false
2846|"Gelterkinden"|1|5|false|7.856094|47.459075|4460|false
2849|"Itingen"|1|6|false|7.782389|47.465578|4452|false
2861|"Sissach"|1|5|false|7.815969|47.470753|4450|false
2869|"Zunzgen"|1|6|false|7.802703|47.449192|4455|false
2886|"Hölstein"|1|6|false|7.775619|47.427067|4434|false
2892|"Oberdorf (BL)"|1|6|false|7.720664|47.390508|4436|false
2904|"Neunkirch"|1|6|false|8.498675|47.690586|8213|false
2920|"Thayngen"|1|5|false|8.711175|47.747447|8240|false
2932|"Beringen"|1|6|false|8.572589|47.699178|8222|false
2937|"Neuhausen am Rheinfall"|1|4|true|8.617419|47.681822|8212|false
2939|"Schaffhausen"|1|3|true|8.636278|47.696517|8200|true
2964|"Stein am Rhein"|1|6|false|8.860147|47.658942|8260|false
2971|"Hallau"|1|6|false|8.462153|47.698414|8215|false
3001|"Herisau"|1|4|true|9.270381|47.387219|9100|false
3006|"Urnäsch"|1|6|false|9.276664|47.315506|9107|false
3022|"Gais"|1|6|false|9.455025|47.362281|9056|false
3023|"Speicher"|1|6|false|9.441364|47.426894|9037|false
3024|"Teufen (AR)"|1|5|false|9.363147|47.392514|9052|false
3032|"Heiden"|1|6|false|9.527214|47.442164|9410|false
3037|"Walzenhausen"|1|6|false|9.604806|47.450806|9428|false
3101|"Appenzell"|1|5|false|9.403031|47.328656|9050|false
3103|"Rüte"|1|6|false|9.458914|47.297522|9058|false
3105|"Schwende"|1|6|false|9.434181|47.299608|9057|false
3203|"St. Gallen"|1|2|true|9.362217|47.423642|9000|true
3204|"Wittenbach"|1|5|false|9.378928|47.460636|9300|false
3212|"Eggersriet"|1|6|false|9.465792|47.444111|9034|false
3213|"Goldach"|1|5|false|9.464783|47.473369|9403|false
3214|"Mörschwil"|1|6|false|9.424450|47.468186|9402|false
3215|"Rorschach"|1|5|true|9.491339|47.474467|9400|false
3216|"Rorschacherberg"|1|5|false|9.502114|47.466286|9404|false
3217|"Steinach"|1|6|false|9.440219|47.502642|9323|false
3231|"Au (SG)"|1|5|false|9.633775|47.433414|9434|false
3232|"Balgach"|1|6|false|9.606314|47.407381|9436|false
3233|"Berneck"|1|6|false|9.609400|47.424572|9442|false
3234|"Diepoldsau"|1|5|false|9.657631|47.385406|9444|false
3235|"Rheineck"|1|6|false|9.590039|47.465808|9424|false
3236|"St. Margrethen"|1|5|false|9.625906|47.453953|9430|false
3237|"Thal"|1|5|false|9.542219|47.480589|9422|false
3238|"Widnau"|1|5|false|9.639644|47.404142|9443|false
3251|"Altstätten"|1|4|true|9.541469|47.378033|9450|false
3253|"Marbach (SG)"|1|6|false|9.567531|47.391736|9437|false
3254|"Oberriet (SG)"|1|5|false|9.606844|47.365442|9451|false
3255|"Rebstein"|1|6|false|9.584153|47.399500|9445|false
3256|"Rüthi (SG)"|1|6|false|9.516128|47.278464|9464|false
3271|"Buchs (SG)"|1|4|true|9.467975|47.165069|9470|false
3272|"Gams"|1|6|false|9.440358|47.203758|9473|false
3273|"Grabs"|1|5|false|9.447075|47.181139|9472|false
3274|"Sennwald"|1|5|false|9.502592|47.237489|9465|false
3275|"Sevelen"|1|6|false|9.482239|47.128503|9475|false
3276|"Wartau"|1|5|false|9.488606|47.090633|9476|false
3291|"Bad Ragaz"|1|5|false|9.506389|47.002167|7310|false
3292|"Flums"|1|6|false|9.346875|47.092842|8890|false
3293|"Mels"|1|5|false|9.361858|47.009711|7325|false
3295|"Quarten"|1|6|false|9.213886|47.111006|8877|false
3296|"Sargans"|1|5|false|9.449050|47.050122|7320|false
3297|"Vilters-Wangs"|1|6|false|9.432256|47.029367|7323|false
3298|"Walenstadt"|1|5|false|9.307383|47.122525|8880|false
3312|"Benken (SG)"|1|6|false|8.999228|47.198042|8717|false
3313|"Kaltbrunn"|1|6|false|9.018711|47.214556|8722|false
3315|"Schänis"|1|6|false|9.040497|47.158608|8718|false
3338|"Schmerikon"|1|6|false|8.941742|47.225183|8716|false
3339|"Uznach"|1|5|false|8.978378|47.223378|8730|false
3340|"Rapperswil-Jona"|1|3|true|8.844422|47.227925|8645|false
3341|"Gommiswald"|1|6|false|9.002189|47.238369|8725|false
3342|"Eschenbach (SG)"|1|5|false|8.963250|47.264314|8638|false
3352|"Ebnat-Kappel"|1|6|false|9.119194|47.260822|9642|false
3359|"Wildhaus-Alt St. Johann"|1|6|false|9.280881|47.193214|9656|false
3360|"Nesslau"|1|6|false|9.173011|47.248717|9643|false
3378|"Neckertal"|1|6|false|9.173378|47.362158|9114|false
3379|"Wattwil"|1|5|false|9.049686|47.315750|9622|false
3392|"Kirchberg (SG)"|1|5|false|9.019500|47.422097|9533|false
3394|"Mosnang"|1|6|false|9.039211|47.360344|9607|false
3395|"Bütschwil-Ganterschwil"|1|6|false|9.068481|47.358983|9606|false
3401|"Degersheim"|1|6|false|9.198694|47.369414|9113|false
3402|"Flawil"|1|4|true|9.188908|47.410956|9230|false
3405|"Jonschwil"|1|6|false|9.091264|47.422156|9243|false
3407|"Oberuzwil"|1|5|false|9.168453|47.429950|9240|false
3408|"Uzwil"|1|4|true|9.140617|47.449589|9244|false
3423|"Niederhelfenschwil"|1|6|false|9.146094|47.475192|9525|false
3424|"Oberbüren"|1|6|false|9.200847|47.439319|9203|false
3426|"Zuzwil (SG)"|1|6|false|9.084917|47.464689|9523|false
3427|"Wil (SG)"|1|3|true|9.053836|47.440694|9500|false
3442|"Gaiserwald"|1|5|false|9.321131|47.426181|9030|false
3443|"Gossau (SG)"|1|4|true|9.258447|47.414858|9200|false
3444|"Waldkirch"|1|6|false|9.278928|47.469394|9205|false
3506|"Vaz/Obervaz"|1|6|false|9.552967|46.750889|7077|false
3561|"Poschiavo"|3|6|false|10.032831|46.374764|7710|false
3618|"Lumnezia"|4|6|false|9.195083|46.719022|7110|false
3619|"Ilanz/Glion"|1|6|false|9.219436|46.730639|7111|false
3661|"Cazis"|1|6|false|9.432992|46.721842|7408|false
3668|"Thusis"|1|6|false|9.443925|46.675586|7430|false
3721|"Bonaduz"|1|6|false|9.395447|46.813689|7402|false
3722|"Domat/Ems"|1|5|false|9.462342|46.832042|7013|false
3731|"Felsberg"|1|6|false|9.470569|46.845428|7012|false
3732|"Flims"|1|6|false|9.285892|46.840058|7017|false
3762|"Scuol"|4|6|false|10.152128|46.777364|7545|false
3784|"Pontresina"|1|6|false|9.907878|46.492686|7504|false
3786|"Samedan"|1|6|false|9.870533|46.533903|7503|false
3787|"St. Moritz"|1|5|true|9.831233|46.493975|7500|false
3834|"Roveredo (GR)"|3|6|false|9.119994|46.233111|6535|false
3851|"Davos"|1|4|true|9.839817|46.809075|7260|false
3871|"Klosters-Serneus"|1|6|false|9.840219|46.890683|7249|false
3901|"Chur"|1|3|true|9.532789|46.848175|7000|true
3911|"Churwalden"|1|6|false|9.549308|46.828289|7062|false
3921|"Arosa"|1|6|false|9.593797|46.842461|7027|false
3945|"Trimmis"|1|6|false|9.552711|46.910897|7201|false
3946|"Untervaz"|1|6|false|9.529075|46.927825|7204|false
3947|"Zizers"|1|6|false|9.562308|46.936797|7205|false
3953|"Maienfeld"|1|6|false|9.531478|47.007994|7304|false
3954|"Malans"|1|6|false|9.574319|46.981828|7208|false
3955|"Landquart"|1|5|false|9.578453|46.944975|7206|false
3962|"Schiers"|1|6|false|9.682308|46.969786|7220|false
3982|"Disentis/Mustér"|4|6|false|8.858008|46.703156|7180|false
4001|"Aarau"|1|3|true|8.046036|47.395886|5000|true
4003|"Buchs (AG)"|1|5|false|8.083356|47.388597|5033|false
4005|"Erlinsbach (AG)"|1|6|false|7.969933|47.421850|5017|false
4006|"Gränichen"|1|5|false|8.094283|47.357458|5722|false
4008|"Küttigen"|1|5|false|8.045814|47.405367|5022|false
4009|"Muhen"|1|6|false|8.051353|47.335028|5037|false
4010|"Oberentfelden"|1|5|false|8.033772|47.358003|5036|false
4012|"Suhr"|1|5|true|8.086472|47.373647|5034|false
4013|"Unterentfelden"|1|6|false|8.038339|47.369681|5035|false
4021|"Baden"|1|4|true|8.298986|47.476186|5400|false
4023|"Bergdietikon"|1|6|false|8.380364|47.390758|8962|false
4024|"Birmenstorf (AG)"|1|6|false|8.240956|47.461886|5413|false
4026|"Ennetbaden"|1|6|false|8.323986|47.480547|5408|false
4027|"Fislisbach"|1|5|false|8.296875|47.439036|5442|false
4029|"Gebenstorf"|1|6|false|8.242978|47.477300|5412|false
4032|"Mägenwil"|1|6|false|8.233664|47.409725|5506|false
4033|"Mellingen"|1|6|false|8.281392|47.418192|5507|false
4034|"Neuenhof"|1|5|false|8.323658|47.445706|5432|false
4035|"Niederrohrdorf"|1|6|false|8.297703|47.423819|5443|false
4037|"Oberrohrdorf"|1|6|false|8.321978|47.422728|5452|false
4038|"Obersiggenthal"|1|5|false|8.312717|47.487497|5415|false
4039|"Remetschwil"|1|6|false|8.331711|47.407200|5453|false
4040|"Spreitenbach"|1|4|true|8.357850|47.418644|8957|false
4042|"Turgi"|1|6|false|8.253678|47.490725|5300|false
4044|"Untersiggenthal"|1|5|false|8.237950|47.515217|5301|false
4045|"Wettingen"|1|3|true|8.331978|47.471339|5430|false
4047|"Würenlingen"|1|6|false|8.249225|47.532111|5303|false
4048|"Würenlos"|1|5|false|8.364858|47.442783|5436|false
4049|"Ehrendingen"|1|6|false|8.347458|47.496981|5420|false
4062|"Berikon"|1|6|false|8.376803|47.351642|8965|false
4063|"Bremgarten (AG)"|1|5|false|8.336981|47.355142|5620|false
4065|"Dottikon"|1|6|false|8.240997|47.383661|5605|false
4068|"Hägglingen"|1|6|false|8.258497|47.388322|5607|false
4072|"Niederwil (AG)"|1|6|false|8.295694|47.390364|5524|false
4074|"Oberwil-Lieli"|1|6|false|8.394158|47.338619|8966|false
4075|"Rudolfstetten-Friedlisberg"|1|6|false|8.382817|47.368475|8964|false
4076|"Sarmenstorf"|1|6|false|8.242589|47.310908|5614|false
4080|"Villmergen"|1|5|false|8.243853|47.345728|5612|false
4081|"Widen"|1|6|false|8.357661|47.367672|8967|false
4082|"Wohlen (AG)"|1|4|true|8.285356|47.357375|5610|false
4083|"Zufikon"|1|6|false|8.360292|47.347556|5621|false
4092|"Birr"|1|6|false|8.207714|47.434869|5242|false
4095|"Brugg"|1|4|true|8.206847|47.485100|5200|false
4100|"Hausen (AG)"|1|6|false|8.204742|47.461458|5212|false
4104|"Lupfig"|1|6|false|8.207714|47.434869|5242|false
4121|"Villigen"|1|6|false|8.231489|47.516486|5233|false
4123|"Windisch"|1|5|false|8.216525|47.471786|5210|false
4125|"Schinznach"|1|6|false|8.139808|47.449475|5107|false
4131|"Beinwil am See"|1|6|false|8.208400|47.264989|5712|false
4135|"Gontenschwil"|1|6|false|8.149925|47.273567|5728|false
4139|"Menziken"|1|5|false|8.193031|47.239625|5737|false
4140|"Oberkulm"|1|6|false|8.115511|47.298636|5727|false
4141|"Reinach (AG)"|1|5|false|8.191364|47.256375|5734|false
4144|"Schöftland"|1|6|false|8.050661|47.304800|5040|false
4146|"Unterkulm"|1|6|false|8.108272|47.309714|5726|false
4161|"Eiken"|1|6|false|7.988236|47.536322|5074|false
4163|"Frick"|1|5|false|8.026403|47.503794|5070|false
4165|"Gipf-Oberfrick"|1|6|false|7.992831|47.496881|5073|false
4169|"Kaisten"|1|6|false|8.045892|47.540119|5082|false
4170|"Laufenburg"|1|6|false|8.064469|47.557856|5080|false
4194|"Dintikon"|1|6|false|8.226822|47.361856|5606|false
4200|"Hunzenschwil"|1|6|false|8.127200|47.382847|5502|false
4201|"Lenzburg"|1|5|true|8.209194|47.371319|5600|false
4202|"Meisterschwanden"|1|6|false|8.234444|47.295133|5616|false
4203|"Möriken-Wildegg"|1|6|false|8.190964|47.416467|5103|false
4204|"Niederlenz"|1|6|false|8.170353|47.402694|5702|false
4205|"Othmarsingen"|1|6|false|8.210142|47.402111|5504|false
4206|"Rupperswil"|1|6|false|8.134572|47.402764|5102|false
4207|"Schafisheim"|1|6|false|8.145728|47.375944|5503|false
4208|"Seengen"|1|6|false|8.201342|47.329619|5707|false
4209|"Seon"|1|6|false|8.163967|47.350097|5703|false
4210|"Staufen"|1|6|false|8.161619|47.381953|5603|false
4228|"Boswil"|1|6|false|8.308811|47.303808|5623|false
4234|"Merenschwand"|1|6|false|8.380589|47.257342|5634|false
4236|"Muri (AG)"|1|5|false|8.338669|47.272331|5630|false
4239|"Sins"|1|6|false|8.363164|47.199419|5643|false
4240|"Waltenschwil"|1|6|false|8.296306|47.334539|5622|false
4252|"Kaiseraugst"|1|5|false|7.724933|47.539603|4303|false
4253|"Magden"|1|6|false|7.821458|47.525789|4312|false
4254|"Möhlin"|1|4|true|7.843400|47.561717|4313|false
4258|"Rheinfelden"|1|4|true|7.807322|47.549767|4310|false
4260|"Stein (AG)"|1|6|false|7.955931|47.546753|4332|false
4263|"Zeiningen"|1|6|false|7.876253|47.543239|4314|false
4271|"Aarburg"|1|5|false|7.907239|47.324422|4663|false
4274|"Brittnau"|1|6|false|7.940942|47.259375|4805|false
4276|"Kölliken"|1|6|false|8.029381|47.338003|5742|false
4279|"Murgenthal"|1|6|false|7.832264|47.265419|4853|false
4280|"Oftringen"|1|4|true|7.933347|47.309672|4665|false
4282|"Rothrist"|1|5|false|7.883675|47.298289|4852|false
4283|"Safenwil"|1|6|false|7.987094|47.318711|5745|false
4285|"Strengelbach"|1|6|false|7.920144|47.281214|4802|false
4289|"Zofingen"|1|4|true|7.952681|47.284842|4800|false
4303|"Böttstein"|1|6|false|8.238142|47.570361|5314|false
4304|"Döttingen"|1|6|false|8.260917|47.564067|5312|false
4305|"Endingen"|1|6|false|8.297978|47.536958|5304|false
4309|"Klingnau"|1|6|false|8.250544|47.586194|5313|false
4312|"Lengnau (AG)"|1|6|false|8.322133|47.522297|5426|false
4313|"Leuggern"|1|6|false|8.216833|47.580011|5316|false
4323|"Bad Zurzach"|1|6|false|8.295292|47.582078|5330|false
4401|"Arbon"|1|4|true|9.436883|47.515242|9320|false
4411|"Egnach"|1|6|false|9.346111|47.535844|9314|false
4421|"Horn"|1|6|false|9.459450|47.492942|9326|false
4431|"Roggwil (TG)"|1|6|false|9.393569|47.486489|9306|false
4436|"Romanshorn"|1|4|true|9.369406|47.564878|8590|false
4461|"Amriswil"|1|4|true|9.266308|47.536958|8581|false
4471|"Bischofszell"|1|5|false|9.235769|47.495397|9220|false
4476|"Erlen"|1|6|false|9.212892|47.565211|8586|false
4501|"Kradolf-Schönenberg"|1|6|false|9.195567|47.526017|9214|false
4506|"Sulgen"|1|6|false|9.198636|47.554975|8583|false
4511|"Zihlschlacht-Sitterdorf"|1|6|false|9.263478|47.522592|8588|false
4545|"Diessenhofen"|1|6|false|8.752622|47.682947|8253|false
4551|"Aadorf"|1|5|false|8.906306|47.496283|8355|false
4561|"Felben-Wellhausen"|1|6|false|8.940972|47.575628|8552|false
4566|"Frauenfeld"|1|3|true|8.885683|47.566203|8500|false
4571|"Gachnang"|1|6|false|8.843517|47.548261|8546|false
4591|"Matzingen"|1|6|false|8.928025|47.521119|9548|false
4641|"Altnau"|1|6|false|9.257661|47.608031|8595|false
4643|"Bottighofen"|1|6|false|9.213278|47.640806|8598|false
4646|"Ermatingen"|1|6|false|9.080422|47.669872|8272|false
4666|"Kemmental"|1|6|false|9.115861|47.597544|8565|false
4671|"Kreuzlingen"|1|3|true|9.173181|47.644686|8280|false
4691|"Münsterlingen"|1|6|false|9.234989|47.631439|8596|false
4696|"Tägerwilen"|1|6|false|9.133578|47.663811|8274|false
4711|"Affeltrangen"|1|6|false|9.034264|47.528728|9556|false
4721|"Bichelsee-Balterswil"|1|6|false|8.939978|47.456269|8362|false
4724|"Eschlikon"|1|6|false|8.961042|47.465611|8360|false
4726|"Fischingen"|1|6|false|8.959069|47.431822|8374|false
4746|"Münchwilen (TG)"|1|5|false|8.990761|47.479833|9542|false
4751|"Rickenbach (TG)"|1|6|false|9.063064|47.434564|9532|false
4761|"Sirnach"|1|5|false|9.001869|47.459533|8370|false
4781|"Wängi"|1|6|false|8.957808|47.496886|9545|false
4786|"Wilen (TG)"|1|6|false|9.031992|47.447086|9535|false
4831|"Müllheim"|1|6|false|9.005428|47.601211|8555|false
4864|"Steckborn"|1|6|false|8.983383|47.666750|8266|false
4891|"Berg (TG)"|1|6|false|9.179350|47.577547|8572|false
4911|"Bürglen (TG)"|1|6|false|9.157325|47.553031|8575|false
4921|"Bussnang"|1|6|false|9.095869|47.519858|9503|false
4941|"Märstetten"|1|6|false|9.062969|47.591875|8560|false
4946|"Weinfelden"|1|4|true|9.114856|47.562306|8570|false
4951|"Wigoltingen"|1|6|false|9.041950|47.583558|8554|false
5001|"Arbedo-Castione"|3|6|false|9.046481|46.213792|6517|false
5002|"Bellinzona"|3|4|true|9.024150|46.196967|6500|true
5003|"Cadenazzo"|3|6|false|8.946953|46.149186|6593|false
5004|"Camorino"|3|6|false|9.001208|46.164600|6528|false
5005|"Giubiasco"|3|5|false|9.007172|46.174783|6512|false
5013|"Monte Carasso"|3|6|false|8.999425|46.189133|6513|false
5017|"Sant'Antonino"|3|6|false|8.970567|46.154772|6592|false
5019|"Sementina"|3|6|false|8.989431|46.183008|6514|false
5050|"Serravalle"|3|6|false|8.984344|46.413778|6713|false
5072|"Faido"|3|6|false|8.841117|46.450728|6746|false
5091|"Ascona"|3|5|false|8.769561|46.155736|6612|false
5108|"Gordola"|3|6|false|8.860181|46.186300|6596|false
5113|"Locarno"|3|4|true|8.891175|46.177431|6595|false
5115|"Losone"|3|5|false|8.758708|46.168458|6616|false
5118|"Minusio"|3|5|false|8.818336|46.178489|6648|false
5120|"Muralto"|3|6|false|8.765869|46.185478|6600|false
5131|"Tenero-Contra"|3|6|false|8.849733|46.180539|6598|false
5138|"Cugnasco-Gerra"|3|6|false|8.918789|46.174644|6516|false
5141|"Agno"|3|6|false|8.901825|45.995178|6982|false
5151|"Bioggio"|3|6|false|8.911717|46.015975|6934|false
5167|"Canobbio"|3|6|false|8.967853|46.036233|6952|false
5171|"Caslano"|3|6|false|8.879522|45.969292|6987|false
5176|"Comano"|3|6|false|8.957247|46.040444|6949|false
5192|"Lugano"|3|2|true|8.952464|46.007211|6900|false
5196|"Massagno"|3|5|false|8.952464|46.007211|6900|false
5210|"Paradiso"|3|6|false|8.952464|46.007211|6900|false
5221|"Savosa"|3|6|false|8.945064|46.018925|6942|false
5226|"Capriasca"|3|5|false|8.958547|46.058872|6947|false
5227|"Torricella-Taverne"|3|6|false|8.932494|46.067883|6807|false
5236|"Collina d'Oro"|3|6|false|8.901453|45.967778|6919|false
5238|"Monteceneri"|3|6|false|8.918508|46.126558|6802|false
5242|"Balerna"|3|6|false|9.005447|45.847472|6828|false
5249|"Castel San Pietro"|3|6|false|8.993756|45.861472|6873|false
5250|"Chiasso"|3|5|true|9.026819|45.833289|6830|false
5251|"Coldrerio"|3|6|false|8.985881|45.853511|6877|false
5254|"Mendrisio"|3|4|true|9.018464|45.927994|6825|false
5257|"Morbio Inferiore"|3|6|false|9.019183|45.851050|6834|false
5260|"Novazzano"|3|6|false|8.985825|45.841483|6883|false
5263|"Riva San Vitale"|3|6|false|8.968919|45.905475|6826|false
5266|"Stabio"|3|6|false|8.935733|45.859256|6854|false
5268|"Vacallo"|3|6|false|9.034958|45.847658|6833|false
5281|"Biasca"|3|5|false|8.972214|46.360111|6710|false
5282|"Claro"|3|6|false|9.022683|46.256550|6702|false
5317|"Maggia"|3|6|false|8.708308|46.246778|6673|false
5396|"Terre di Pedemonte"|3|6|false|8.744333|46.186161|6652|false
5398|"Gambarogno"|3|5|false|8.829764|46.094964|6571|false
5401|"Aigle"|2|5|true|6.967614|46.317278|1860|false
5402|"Bex"|2|5|false|7.012428|46.251219|1880|false
5407|"Leysin"|2|6|false|7.012525|46.341636|1854|false
5409|"Ollon"|2|5|false|6.994508|46.297136|1867|false
5414|"Villeneuve (VD)"|2|5|false|6.925178|46.396256|1844|false
5422|"Aubonne"|2|6|false|6.392142|46.496725|1170|false
5451|"Avenches"|2|6|false|7.040611|46.880244|1580|false
5464|"Vully-les-Lacs"|2|6|false|6.989997|46.905506|1584|false
5477|"Cossonay"|2|6|false|6.509814|46.600125|1304|false
5495|"Penthalaz"|2|6|false|6.529311|46.614269|1305|false
5498|"La Sarraz"|2|6|false|6.514475|46.659544|1315|false
5516|"Cugy (VD)"|2|6|false|6.642517|46.597792|1053|false
5518|"Echallens"|2|5|false|6.634075|46.640769|1040|false
5523|"Froideville"|2|6|false|6.680742|46.601778|1055|false
5561|"Grandson"|2|6|false|6.643600|46.808331|1422|false
5568|"Sainte-Croix"|2|6|false|6.497489|46.814869|1450|false
5581|"Belmont-sur-Lausanne"|2|6|false|6.680422|46.520117|1092|false
5582|"Cheseaux-sur-Lausanne"|2|6|false|6.605039|46.584875|1033|false
5583|"Crissier"|2|5|true|6.578761|46.556169|1023|false
5584|"Epalinges"|2|5|false|6.673658|46.545956|1066|false
5586|"Lausanne"|2|1|true|6.683447|46.562239|1000|true
5587|"Le Mont-sur-Lausanne"|2|5|false|6.636117|46.556806|1052|false
5589|"Prilly"|2|4|true|6.597694|46.552814|1008|false
5590|"Pully"|2|4|true|6.661969|46.509189|1009|false
5591|"Renens (VD)"|2|3|true|6.590683|46.536828|1020|false
5592|"Romanel-sur-Lausanne"|2|6|false|6.606142|46.563194|1032|false
5601|"Chexbres"|2|6|false|6.777519|46.482258|1071|false
5604|"Forel (Lavaux)"|2|6|false|6.769836|46.541164|1072|false
5606|"Lutry"|2|5|false|6.702703|46.516667|1090|false
5607|"Puidoux"|2|6|false|6.783086|46.497736|1070|false
5611|"Savigny"|2|6|false|6.750383|46.556817|1073|false
5613|"Bourg-en-Lavaux"|2|5|false|6.710342|46.498011|1091|false
5624|"Bussigny"|2|5|true|6.551058|46.553169|1030|false
5627|"Chavannes-près-Renens"|2|5|false|6.576344|46.535847|1022|false
5633|"Echandens"|2|6|false|6.538969|46.523378|1026|false
5634|"Echichens"|2|6|false|6.498636|46.526019|1112|false
5635|"Ecublens (VD)"|2|4|true|6.582961|46.517267|1015|false
5636|"Etoy"|2|6|false|6.420569|46.486133|1163|false
5638|"Lonay"|2|6|false|6.520878|46.526481|1027|false
5642|"Morges"|2|4|true|6.499997|46.510739|1110|false
5643|"Préverenges"|2|5|false|6.526944|46.518397|1028|false
5646|"Saint-Prex"|2|5|false|6.458247|46.481336|1162|false
5648|"Saint-Sulpice (VD)"|2|6|false|6.559950|46.509039|1025|false
5675|"Lucens"|2|6|false|6.837997|46.710322|1522|false
5678|"Moudon"|2|5|false|6.799131|46.668156|1510|false
5693|"Montanaire"|2|6|false|6.719014|46.681881|1063|false
5702|"Arzier-Le Muids"|2|6|false|6.207353|46.460531|1273|false
5711|"Commugny"|2|6|false|6.180392|46.320183|1291|false
5712|"Coppet"|2|6|false|6.193086|46.315889|1296|false
5713|"Crans-près-Céligny"|2|6|false|6.183739|46.348408|1299|false
5717|"Founex"|2|6|false|6.192722|46.332933|1297|false
5721|"Gland"|2|4|true|6.265211|46.423700|1196|false
5724|"Nyon"|2|4|true|6.238006|46.380825|1260|false
5725|"Prangins"|2|6|false|6.249861|46.394536|1197|false
5727|"Saint-Cergue"|2|6|false|6.158803|46.447958|1264|false
5749|"Chavornay"|2|6|false|6.570536|46.701442|1373|false
5757|"Orbe"|2|5|false|6.532997|46.724600|1350|false
5764|"Vallorbe"|2|6|false|6.380036|46.712911|1337|false
5805|"Oron"|2|5|false|6.810614|46.554836|1607|false
5816|"Corcelles-près-Payerne"|2|6|false|6.961214|46.831644|1562|false
5822|"Payerne"|2|5|true|6.937775|46.820739|1530|false
5831|"Valbroye"|2|6|false|6.889633|46.759950|1523|false
5841|"Château-d'Oex"|2|6|false|7.129433|46.472750|1660|false
5859|"Mont-sur-Rolle"|2|6|false|6.336961|46.470942|1185|false
5861|"Rolle"|2|5|false|6.336172|46.458572|1180|false
5872|"Le Chenit"|2|6|false|6.238367|46.600950|1341|false
5881|"Blonay"|2|5|false|6.894406|46.465858|1807|false
5882|"Chardonne"|2|6|false|6.830192|46.481589|1801|false
5883|"Corseaux"|2|6|false|6.832808|46.472311|1802|false
5884|"Corsier-sur-Vevey"|2|6|false|6.841697|46.470197|1804|false
5886|"Montreux"|2|3|true|6.892486|46.442028|1815|false
5888|"Saint-Légier-La Chiésaz"|2|5|false|6.883986|46.471367|1806|false
5889|"La Tour-de-Peilz"|2|4|true|6.857017|46.453608|1814|false
5890|"Vevey"|2|4|true|6.848147|46.459058|1800|false
5938|"Yverdon-les-Bains"|2|3|true|6.676869|46.783092|1400|false
5939|"Yvonand"|2|6|false|6.745100|46.798225|1462|false
6002|"Brig-Glis"|1|4|true|7.996536|46.316478|3900|true
6007|"Naters"|1|5|false|7.957700|46.318731|3903|false
6021|"Ardon"|2|6|false|7.252567|46.210436|1957|false
6022|"Chamoson"|2|6|false|7.181581|46.205897|1911|false
6023|"Conthey"|2|5|false|7.304875|46.227350|1964|false
6024|"Nendaz"|2|5|false|7.312728|46.205867|1994|false
6025|"Vétroz"|2|5|false|7.278625|46.223653|1963|false
6031|"Bagnes"|2|5|false|7.215211|46.065233|1934|false
6034|"Orsières"|2|6|false|7.146203|46.031092|1937|false
6082|"Ayent"|2|6|false|7.399739|46.263575|1966|false
6110|"Leuk"|1|6|false|7.648200|46.308042|3952|false
6133|"Fully"|2|5|false|7.113703|46.138219|1926|false
6135|"Leytron"|2|6|false|7.182928|46.189322|1912|false
6136|"Martigny"|2|4|true|7.073761|46.100622|1920|false
6137|"Martigny-Combe"|2|6|false|7.053958|46.086558|1921|false
6139|"Riddes"|2|6|false|7.227672|46.171261|1908|false
6140|"Saillon"|2|6|false|7.184736|46.171381|1913|false
6141|"Saxon"|2|6|false|7.180753|46.145336|1907|false
6152|"Collombey-Muraz"|2|5|false|6.946350|46.267989|1868|false
6153|"Monthey"|2|4|true|6.815219|46.207044|1870|false
6154|"Port-Valais"|2|6|false|6.851192|46.384742|1897|false
