"BFSNR"|"GEMEINDENAME"|"SPRACHREGION"|"GEMEINDE_GROESSE"|"STADT"|"LON"|"LAT"|"PLZ"|"INITIAL"
6156|"Troistorrents"|2|6|false|6.919008|46.229761|1872|false
6158|"Vionnaz"|2|6|false|6.899650|46.308986|1895|false
6159|"Vouvry"|2|6|false|6.863653|46.338458|1896|false
6217|"Saint-Maurice"|2|6|false|6.999556|46.184981|1890|false
6232|"Chalais"|2|6|false|7.504631|46.265225|3966|false
6234|"Chermignon"|2|6|false|7.471803|46.287478|3971|false
6238|"Grône"|2|6|false|7.454328|46.251689|3979|false
6240|"Lens"|2|6|false|7.445397|46.278944|1978|false
6243|"Montana"|2|6|false|7.502825|46.284522|3960|false
6244|"Randogne"|2|6|false|7.510792|46.312997|3975|false
6246|"Saint-Léonard"|2|6|false|7.419769|46.255889|1958|false
6248|"Sierre"|2|4|true|7.498031|46.278903|3976|false
6252|"Anniviers"|2|6|false|7.605619|46.180239|3961|false
6263|"Grimisuat"|2|6|false|7.372136|46.245967|1971|false
6265|"Savièse"|2|5|false|7.318853|46.248719|1965|false
6266|"Sion"|2|3|true|7.356742|46.229539|1950|true
6292|"St. Niklaus"|1|6|false|7.803094|46.177742|3924|false
6297|"Visp"|1|5|true|7.911083|46.294089|3930|false
6300|"Zermatt"|1|5|true|7.746750|46.019517|3920|false
6402|"Bevaix"|2|6|false|6.815639|46.930811|2022|false
6404|"Boudry"|2|5|false|6.856794|46.953706|2015|false
6407|"Corcelles-Cormondrèche"|2|6|false|6.876889|46.985606|2035|false
6408|"Cortaillod"|2|6|false|6.846336|46.942931|2016|false
6410|"Gorgier"|2|6|false|6.780533|46.903169|2023|false
6412|"Peseux"|2|5|false|6.888661|46.987308|2034|false
6414|"Saint-Aubin-Sauges"|2|6|false|6.773633|46.895575|2024|false
6416|"Milvignes"|2|5|false|6.877247|46.977781|2012|false
6421|"La Chaux-de-Fonds"|2|3|true|6.833108|47.104131|2300|false
6436|"Le Locle"|2|4|true|6.710469|47.052783|2400|false
6454|"Hauterive (NE)"|2|6|false|6.971694|47.013592|2068|false
6455|"Le Landeron"|2|6|false|7.065017|47.053647|2525|false
6458|"Neuchâtel"|2|3|true|6.926369|46.992044|2000|true
6459|"Saint-Blaise"|2|6|false|6.986886|47.013428|2072|false
6461|"La Tène"|2|6|false|7.001178|47.009264|2074|false
6487|"Val-de-Ruz"|2|4|false|6.837167|46.986628|2037|false
6512|"Val-de-Travers"|2|4|false|6.722975|46.956061|2103|false
6602|"Anières"|2|6|false|6.222903|46.276231|1247|false
6605|"Bardonnex"|2|6|false|6.124692|46.148567|1257|false
6606|"Bellevue"|2|6|false|6.153292|46.253781|1293|false
6607|"Bernex"|2|5|false|6.069653|46.173725|1233|false
6608|"Carouge (GE)"|2|3|true|6.139539|46.184994|1227|false
6612|"Chêne-Bougeries"|2|4|true|6.188597|46.197758|1224|false
6613|"Chêne-Bourg"|2|5|false|6.191900|46.193736|1225|false
6616|"Collonge-Bellerive"|2|5|false|6.199664|46.237556|1222|false
6617|"Cologny"|2|6|false|6.181197|46.216272|1223|false
6618|"Confignon"|2|6|false|6.084475|46.173994|1232|false
6621|"Genève"|2|1|true|6.146619|46.210286|1201|true
6622|"Genthod"|2|6|false|6.157558|46.264786|1294|false
6623|"Le Grand-Saconnex"|2|4|true|6.123989|46.232453|1218|false
6628|"Lancy"|2|3|true|6.120947|46.182378|1212|false
6629|"Meinier"|2|6|false|6.234222|46.246572|1252|false
6630|"Meyrin"|2|3|true|6.106847|46.235203|1215|false
6631|"Onex"|2|4|true|6.100944|46.182081|1213|false
6632|"Perly-Certoux"|2|6|false|6.087678|46.156011|1258|false
6633|"Plan-les-Ouates"|2|4|true|6.115842|46.168075|1228|false
6634|"Pregny-Chambésy"|2|6|false|6.139764|46.241839|1292|false
6636|"Puplinge"|2|6|false|6.232403|46.209903|1241|false
6638|"Satigny"|2|6|false|6.031414|46.218247|1242|false
6640|"Thônex"|2|4|true|6.198672|46.188286|1226|false
6641|"Troinex"|2|6|false|6.148508|46.161167|1256|false
6642|"Vandoeuvres"|2|6|false|6.202561|46.221222|1253|false
6643|"Vernier"|2|3|true|6.086519|46.215306|1214|false
6644|"Versoix"|2|4|true|6.133758|46.315986|1290|false
6645|"Veyrier"|2|4|false|6.154681|46.172331|1234|false
6708|"Courrendlin"|2|6|false|7.379281|47.338356|2830|false
6709|"Courroux"|2|6|false|7.375411|47.365147|2822|false
6710|"Courtételle"|2|6|false|7.323367|47.337197|2852|false
6711|"Delémont"|2|4|true|7.332311|47.363975|2800|false
6729|"Haute-Sorne"|2|5|false|7.276306|47.332556|2853|false
6730|"Val Terbi"|2|6|false|7.413136|47.347164|2824|false
6757|"Saignelégier"|2|6|false|6.995697|47.255733|2350|false
6784|"Courgenay"|2|6|false|7.126236|47.403086|2950|false
6800|"Porrentruy"|2|5|false|7.076842|47.415894|2900|false
