"TEXT"|"CODE"|"ZUSATZZIFFER"|"GEMEINDE"|"KANTON"|"E"|"N"|"ID"|"LONGITUDE"|"LATITUDE"|"BFS_NR"|"AVAM_SUCHREGION"
"Mandach"|5318|0|"Mandach"|"AG"|656273|266498|2220|8.186139|47.546792|4105|"AG03"
"Mannenbach-Salenstein"|8268|0|"Salenstein"|"TG"|721219|281583|2221|9.052797|47.673658|4851|"TG07"
"Mannens"|1775|2|"Montagny (FR)"|"FR"|564231|182485|2222|6.970153|46.792567|2029|"FR01"
"Manno"|6928|0|"Manno"|"TI"|714562|99210|2223|8.918383|46.034708|5194|"TI03"
"Maracon"|1613|0|"Maracon"|"VD"|556467|155534|2224|6.871019|46.549675|5790|"VD02"
"Marbach LU"|6196|0|"Escholzmatt-Marbach"|"LU"|635241|189190|2225|7.900725|46.852908|1010|"LU04"
"Marbach SG"|9437|0|"Marbach (SG)"|"SG"|760715|251170|2226|9.567531|47.391736|3253|"SG03"
"Marchissy"|1261|32|"Marchissy"|"VD"|508530|149129|2227|6.247319|46.487228|5430|"VD04"
"Mariastein"|4115|0|"Metzerlen-Mariastein"|"SO"|604014|258393|2228|7.491886|47.476294|2477|"SO05"
"Marin-Epagnier"|2074|0|"La Tène"|"NE"|566734|206561|2229|7.001178|47.009264|6461|"NE01"
"Marly"|1723|0|"Marly"|"FR"|578637|180453|2230|7.158928|46.774908|2230|"FR04"
"Marmorera"|7456|2|"Marmorera"|"GR"|769384|151956|2231|9.645336|46.497478|3540|"GR07"
"Marnand"|1524|0|"Valbroye"|"VD"|558933|178466|2232|6.901125|46.756111|5831|"VD03"
"Maroggia"|6817|0|"Maroggia"|"TI"|718958|88458|2233|8.972436|45.937250|5195|"TI03"
"Marolta"|6723|3|"Acquarossa"|"TI"|713519|149518|2234|8.917158|46.487353|5048|"TI01"
"Marolta"|6723|3|"Acquarossa"|"TI"|710590|148794|2235|8.878844|46.481331|5048|"TI01"
"Marolta"|6723|3|"Acquarossa"|"TI"|713818|148588|2236|8.920822|46.478939|5048|"TI01"
"Marsens"|1633|0|"Marsens"|"FR"|571385|167221|2237|7.064803|46.655608|2140|"FR03"
"Marthalen"|8460|0|"Marthalen"|"ZH"|690797|276046|2238|8.646633|47.628789|35|"ZH08"
"Martherenges"|1063|2|"Montanaire"|"VD"|547542|167992|2239|6.753236|46.661097|5693|"VD03"
"Martigny"|1920|0|"Martigny"|"VS"|571784|105523|2240|7.073761|46.100622|6136|"VS07"
"Martigny-Croix"|1921|0|"Martigny-Combe"|"VS"|570245|103967|2241|7.053958|46.086558|6137|"VS07"
"Martina"|7560|0|"Valsot"|"GR"|830306|197021|2242|10.460964|46.884381|3764|"GR04"
"Martisberg"|3994|2|"Bettmeralp"|"VS"|650762|137512|2243|8.098533|46.387053|6061|"VS01"
"Maschwanden"|8933|0|"Maschwanden"|"ZH"|674926|231696|2244|8.428067|47.231936|8|"ZH05"
"Mase"|1968|0|"Mont-Noble"|"VS"|599835|115973|2245|7.436500|46.195214|6090|"VS06"
"Masein"|7425|0|"Masein"|"GR"|752034|174120|2246|9.426725|46.700958|3663|"GR10"
"Maseltrangen"|8723|2|"Schänis"|"SG"|722071|228018|2247|9.049503|47.191833|3315|"SG06"
"Massagno"|6900|5|"Massagno"|"TI"|716528|96803|2248|8.943175|46.012725|5192|"TI03"
"Massongex"|1869|0|"Massongex"|"VS"|565365|121344|2249|6.989586|46.242639|6215|"VS08"
"Massonnens"|1692|0|"Massonnens"|"FR"|564420|172265|2250|6.973422|46.700647|2086|"FR02"
"Mastrils"|7303|0|"Landquart"|"GR"|760201|204024|2251|9.543967|46.967947|3955|"GR02"
"Mathod"|1438|0|"Mathod"|"VD"|533443|179882|2252|6.567311|46.766789|5919|"VD03"
"Mathon"|7433|4|"Mathon"|"GR"|751076|166901|2253|9.411831|46.636256|3708|"GR08"
"Matran"|1753|0|"Matran"|"FR"|573860|181754|2254|7.096308|46.786439|2208|"FR04"
"Matt"|8766|0|"Glarus Süd"|"GL"|731632|202452|2255|9.168197|46.960089|1631|"GL01"
"Matten (St. Stephan)"|3773|0|"St. Stephan"|"BE"|598690|149160|2256|7.421575|46.493750|793|"BE04"
"Matten b. Interlaken"|3800|3|"Matten bei Interlaken"|"BE"|633255|169888|2257|7.873281|46.679383|593|"BE05"
"Mattstetten"|3322|1|"Mattstetten"|"BE"|605711|208769|2258|7.513767|47.029936|551|"BE01"
"Mattwil"|8585|1|"Birwinken"|"TG"|733261|271403|2259|9.210042|47.579792|4681|"TG05"
"Matzendorf"|4713|0|"Matzendorf"|"SO"|614153|239363|2260|7.625783|47.304994|2427|"SO04"
"Matzingen"|9548|0|"Matzingen"|"TG"|712172|264440|2261|8.928025|47.521119|4591|"TG04"
"Mauborget"|1453|2|"Mauborget"|"VD"|537328|189732|2262|6.616817|46.855767|5552|"VD03"
"Mauensee"|6216|0|"Mauensee"|"LU"|647644|224277|2263|8.067031|47.167736|1091|"LU02"
"Maules"|1625|2|"Sâles"|"FR"|565749|165368|2264|6.991311|46.638675|2152|"FR03"
"Maur"|8124|0|"Maur"|"ZH"|693135|243507|2265|8.670939|47.335842|195|"ZH02"
"Mauraz"|1148|2|"Mauraz"|"VD"|522151|162059|2266|6.422519|46.605253|5486|"VD02"
"Mauren FL"|9493|0|"Mauren"|"LI"|759540|231915|2267|9.545125|47.218894|9999|"A"
"Mauren TG"|8576|0|"Berg (TG)"|"TG"|728909|269833|2268|9.151753|47.566542|4891|"TG08"
"Mayens-de-Chamoson"|1911|2|"Chamoson"|"VS"|580160|117193|2269|7.181581|46.205897|6022|"VS06"
"Mayens-de-la-Zour (Savièse)"|1965|6|"Savièse"|"VS"|593699|124272|2270|7.356903|46.269839|6265|"VS06"
"Medeglia"|6809|0|"Comunanza Cadenazzo/Monteceneri"|"TI"|725167|111203|2271|9.058522|46.140686|5238|"TI03"
"Medeglia"|6809|0|"Monteceneri"|"TI"|718335|108267|2272|8.969389|46.115514|5238|"TI03"
"Medels im Rheinwald"|7436|0|"Splügen"|"GR"|742176|156811|2273|9.292517|46.547469|3694|"GR08"
"Meggen"|6045|0|"Meggen"|"LU"|670930|211028|2274|8.372058|47.046486|1063|"LU01"
"Mehlsecken"|6260|4|"Reiden"|"LU"|639264|232748|2275|7.957247|47.244481|1140|"LU03"
"Meien"|6485|0|"Wassen"|"UR"|684911|175546|2276|8.549411|46.725703|1220|"UR01"
"Meienberg"|5643|3|"Sins"|"AG"|671046|227854|2277|8.376228|47.197811|4239|"AG07"
"Meienried"|3294|2|"Meienried"|"BE"|592622|220860|2278|7.341381|47.138678|389|"BE08"
"Meierskappel"|6344|0|"Meierskappel"|"LU"|676184|219854|2279|8.442678|47.125286|1064|"LU01"
"Meikirch"|3045|0|"Meikirch"|"BE"|594222|206480|2280|7.362656|47.009344|307|"BE01"
"Meilen"|8706|0|"Meilen"|"ZH"|691414|236709|2281|8.646786|47.274947|156|"ZH04"
"Meinier"|1252|0|"Meinier"|"GE"|507114|122395|2282|6.234222|46.246572|6629|"GE01"
"Meinisberg"|2554|0|"Meinisberg"|"BE"|593203|223423|2283|7.349000|47.161736|390|"BE08"
"Meiringen"|3860|0|"Meiringen"|"BE"|657371|175635|2284|8.189183|46.729442|786|"BE05"
"Meisterschwanden"|5616|0|"Meisterschwanden"|"AG"|660193|238555|2285|8.234444|47.295133|4202|"AG10"
"Melano"|6818|0|"Melano"|"TI"|720174|86878|2286|8.987711|45.922825|5197|"TI03"
"Melchnau"|4917|0|"Melchnau"|"BE"|631702|225894|2287|7.856886|47.183239|325|"BE07"
"Melchsee-Frutt"|6068|0|"Kerns"|"OW"|663061|180672|2288|8.264308|46.774236|1404|"OW01"
"Melchtal"|6067|0|"Kerns"|"OW"|665161|187326|2289|8.292750|46.833886|1404|"OW01"
"Melide"|6815|0|"Melide"|"TI"|716679|90189|2290|8.943489|45.953214|5198|"TI03"
"Mellikon"|5465|0|"Mellikon"|"AG"|668401|268883|2291|8.347594|47.567089|4314|"AG12"
"Mellingen"|5507|0|"Mellingen"|"AG"|663597|252273|2292|8.281392|47.418192|4033|"AG02"
"Mels"|8887|0|"Mels"|"SG"|750264|212702|2293|9.416308|47.048306|3293|"SG05"
"Meltingen"|4233|0|"Meltingen"|"SO"|611242|248061|2294|7.587511|47.383283|2620|"SO05"
"Mendrisio"|6850|0|"Mendrisio"|"TI"|719989|80995|2295|8.983833|45.869950|5254|"TI04"
"Menzberg"|6125|0|"Menznau"|"LU"|642532|210169|2296|7.998283|47.041189|1136|"LU03"
"Menzengrüt"|8546|3|"Wiesendangen"|"ZH"|704119|267465|2297|8.821831|47.549647|4571|"TG04"
"Menziken"|5737|0|"Menziken"|"AG"|657120|232353|2298|8.193031|47.239625|4139|"AG06"
"Menzingen"|6313|0|"Menzingen"|"ZG"|687795|226009|2299|8.596878|47.179206|1704|"ZG01"
"Menznau"|6122|0|"Menznau"|"LU"|645614|214954|2300|8.039317|47.084025|1136|"LU03"
"Menzonio"|6692|0|"Lavizzara"|"TI"|692527|135133|2301|8.640928|46.361194|5323|"TI02"
"Merenschwand"|5634|0|"Merenschwand"|"AG"|671297|234476|2302|8.380589|47.257342|4234|"AG07"
"Mergoscia"|6647|0|"Mergoscia"|"TI"|708780|118667|2303|8.848231|46.210661|5117|"TI02"
"Meride"|6866|0|"Mendrisio"|"TI"|717523|83216|2304|8.952636|45.890356|5254|"TI04"
"Merishausen"|8232|0|"Merishausen"|"SH"|687604|290599|2305|8.607039|47.760089|2936|"SH01"
"Merligen"|3658|0|"Sigriswil"|"BE"|622866|172012|2306|7.737606|46.698928|938|"BE03"
"Merlischachen"|6402|0|"Küssnacht (SZ)"|"SZ"|673637|213272|2307|8.408042|47.066372|1331|"SZ01"
"Mervelier"|2827|0|"Mervelier"|"JU"|604919|243712|2308|7.503731|47.344244|6715|"JU01"
"Merzligen"|3274|3|"Merzligen"|"BE"|586007|215198|2309|7.254356|47.087642|734|"BE08"
"Mesocco"|6563|0|"Mesocco"|"GR"|738360|139229|2310|9.237522|46.390153|3822|"GR09"
"Messen"|3254|0|"Messen"|"SO"|600950|215706|2311|7.451150|47.092358|2457|"SO01"
"Mettau"|5274|0|"Mettauertal"|"AG"|651743|268405|2312|8.126189|47.564314|4184|"AG03"
"Mettembert"|2806|0|"Mettembert"|"JU"|591080|249547|2313|7.320483|47.396683|6716|"JU01"
"Mettendorf TG"|8553|3|"Hüttlingen"|"TG"|714805|270867|2314|8.964636|47.578458|4590|"TG04"
"Mettlen"|9517|0|"Bussnang"|"TG"|726529|265918|2315|9.119022|47.531803|4921|"TG08"
"Mettmenstetten"|8932|0|"Mettmenstetten"|"ZH"|677977|233033|2316|8.468583|47.243608|9|"ZH05"
"Metzerlen"|4116|0|"Metzerlen-Mariastein"|"SO"|602058|257213|2317|7.465933|47.465689|2477|"SO05"
"Mex VD"|1031|0|"Mex (VD)"|"VD"|532058|158854|2318|6.552289|46.577506|5489|"VD02"
"Mex VS"|1890|1|"Saint-Maurice"|"VS"|566098|114930|2319|6.999556|46.184981|6217|"VS08"
"Meyriez"|3280|2|"Meyriez"|"FR"|574901|197149|2320|7.109094|46.924961|2261|"FR05"
"Meyrin"|1217|0|"Meyrin"|"GE"|494465|120569|2321|6.070653|46.228286|6630|"GE01"
"Mezzovico"|6805|0|"Mezzovico-Vira"|"TI"|714182|105325|2322|8.914964|46.089769|5199|"TI03"
"Mezzovico"|6805|0|"Monteceneri"|"TI"|710961|104881|2323|8.873222|46.086314|5199|"TI03"
"Middes"|1749|0|"Torny"|"FR"|562626|179772|2324|6.949353|46.768075|2115|"FR02"
"Mies"|1295|1|"Mies"|"VD"|502338|129012|2325|6.170919|46.305414|5729|"VD04"
"Miex"|1896|2|"Vouvry"|"VS"|555730|132059|2326|6.863653|46.338458|6159|"VS08"
"Miglieglia"|6986|2|"Miglieglia"|"TI"|709852|98090|2327|8.857300|46.025417|5181|"TI03"
"Milken"|3157|0|"Schwarzenburg"|"BE"|593897|182382|2328|7.358703|46.792575|855|"BE01"
"Minusio"|6648|0|"Minusio"|"TI"|706536|115050|2329|8.818336|46.178489|5118|"TI02"
"Miralago"|7743|2|"Poschiavo"|"GR"|805170|128109|2330|10.100672|46.273075|3551|"GR06"
"Mirchel"|3532|2|"Mirchel"|"BE"|615895|193855|2331|7.647219|46.895617|628|"BE06"
"Misery"|1721|1|"Misery-Courtion"|"FR"|571822|188980|2332|7.069172|46.851356|2272|"FR05"
"Mission"|3961|27|"Anniviers"|"VS"|612045|115688|2333|7.594658|46.192544|6252|"VS05"
"Missy"|1565|0|"Missy"|"VD"|564309|192247|2334|6.970411|46.880383|2045|"FR01"
"Misériez (Salins)"|1991|5|"Sion"|"VS"|592794|117339|2335|7.345269|46.207464|6266|"VS06"
"Mitlödi"|8756|0|"Glarus Süd"|"GL"|724560|208126|2336|9.076858|47.012481|1631|"GL01"
"Mittelhäusern"|3147|0|"Köniz"|"BE"|594616|191708|2337|7.368011|46.876469|355|"BE01"
"Miège"|3972|0|"Miège"|"VS"|608364|128976|2338|7.547217|46.312133|6241|"VS05"
"Miécourt"|2946|0|"La Baroche"|"JU"|580216|252840|2339|7.176436|47.426064|6810|"JU02"
"Mogelsberg"|9122|0|"Neckertal"|"SG"|728392|247022|2340|9.138322|47.361531|3378|"SG07"
"Moghegno"|6677|2|"Maggia"|"TI"|697712|121749|2341|8.705481|46.240081|5317|"TI02"
"Moiry VD"|1148|8|"Moiry"|"VD"|524596|166840|2342|6.453644|46.648539|5486|"VD02"
"Molare"|6760|1|"Faido"|"TI"|706856|149261|2343|8.830336|46.486139|5072|"TI01"
"Moleno"|6524|0|"Moleno"|"TI"|719858|125318|2344|8.993453|46.268597|5012|"TI01"
"Molinazzo di Monteggio"|6995|0|"Monteggio"|"TI"|707043|94261|2345|8.820161|45.991431|5202|"TI03"
"Molinis"|7056|0|"Arosa"|"GR"|769277|188504|2346|9.657411|46.826144|3921|"GR01"
"Mollens VD"|1146|0|"Mollens (VD)"|"VD"|517563|159081|2347|6.363175|46.577917|5431|"VD04"
"Mollens VS"|3974|0|"Mollens (VS)"|"VS"|606329|129449|2348|7.520806|46.316408|6242|"VS05"
"Mollie-Margot"|1073|2|"Savigny"|"VD"|547222|156402|2349|6.750383|46.556817|5611|"VD02"
"Mollis"|8753|0|"Glarus Nord"|"GL"|724814|217296|2350|9.082725|47.094900|1630|"GL01"
"Molondin"|1415|0|"Molondin"|"VD"|547281|178961|2351|6.748564|46.759744|5921|"VD03"
"Mols"|8885|0|"Quarten"|"SG"|739930|219540|2352|9.282464|47.112058|3295|"SG05"
"Moléson-sur-Gruyères"|1663|4|"Gruyères"|"FR"|569230|156825|2353|7.037344|46.561994|2135|"FR03"
"Mon"|7458|0|"Albula/Alvra"|"GR"|762514|168781|2354|9.561814|46.650478|3542|"GR07"
"Moneto"|6659|9|"Centovalli"|"TI"|691330|111690|2355|8.620789|46.150500|5397|"TI02"
"Monible"|2715|2|"Petit-Val"|"BE"|581964|236187|2356|7.200272|47.276333|716|"BE09"
"Monnaz"|1125|0|"Echichens"|"VD"|526371|153472|2357|6.478964|46.528492|5634|"VD02"
"Mont-Crosin"|2610|4|"Cormoret"|"BE"|569352|225922|2358|7.034292|47.183539|432|"BE09"
"Mont-Soleil"|2610|2|"Saint-Imier"|"BE"|565735|223290|2359|6.986775|47.159689|432|"BE09"
"Mont-Tramelan"|2723|0|"Mont-Tramelan"|"BE"|570980|228588|2360|7.055600|47.207592|437|"BE09"
"Mont-de-Buttes"|2116|0|"Val-de-Travers"|"NE"|529517|192561|2361|6.513961|46.880431|6512|"NE02"
"Mont-la-Ville"|1148|5|"Mont-la-Ville"|"VD"|521166|166592|2362|6.408886|46.645911|5486|"VD02"
"Mont-sur-Rolle"|1185|0|"Mont-sur-Rolle"|"VD"|515387|147218|2363|6.336961|46.470942|5859|"VD04"
"Montagne-de-Courtelary"|2608|2|"Cortébert"|"BE"|575512|224434|2364|7.115642|47.170411|434|"BE09"
"Montagne-de-Sonvilier"|2615|2|"Sonvilier"|"BE"|562680|218999|2365|6.946842|47.120928|445|"BE09"
"Montagnola"|6926|0|"Collina d'Oro"|"TI"|714637|93428|2366|8.917944|45.982694|5236|"TI03"
"Montagnon (Leytron)"|1912|3|"Leytron"|"VS"|581028|115459|2367|7.192897|46.190325|6135|"VS07"
"Montagny-la-Ville"|1776|0|"Montagny (FR)"|"FR"|566178|185246|2368|6.995447|46.817506|2029|"FR01"
"Montagny-les-Monts"|1774|2|"Montagny (FR)"|"FR"|565911|184467|2369|6.992008|46.810483|2029|"FR01"
"Montagny-près-Yverdon"|1442|0|"Montagny-près-Yverdon"|"VD"|536910|182759|2370|6.612297|46.793006|5922|"VD03"
"Montalchez"|2027|2|"Montalchez"|"NE"|547157|194271|2371|6.745172|46.897447|6411|"NE01"
"Montana"|3963|3|"Montana"|"VS"|604001|127191|2372|7.490561|46.296117|6243|"VS05"
"Montaubion-Chardonney"|1041|22|"Jorat-Menthue"|"VD"|544550|166460|2373|6.714331|46.647075|5804|"VD02"
"Montavon"|2857|0|"Boécourt"|"JU"|584503|246893|2374|7.233458|47.372692|6702|"JU01"
"Montbovon"|1669|5|"Haut-Intyamon"|"FR"|569830|148401|2375|7.045719|46.486244|2121|"FR03"
"Montbrelloz"|1475|3|"Vernay"|"FR"|557841|189310|2376|6.885833|46.853586|2052|"FR01"
"Montcherand"|1354|0|"Montcherand"|"VD"|529069|176138|2377|6.510633|46.732661|5756|"VD03"
"Monte"|6875|0|"Castel San Pietro"|"TI"|723388|82360|2378|9.027947|45.881614|5249|"TI04"
"Monte Carasso"|6513|0|"Monte Carasso"|"TI"|720494|116495|2379|8.999425|46.189133|5013|"TI06"
"Monteiller (Savièse)"|1965|9|"Savièse"|"VS"|593545|122848|2380|7.354925|46.257028|6265|"VS06"
"Montenol"|2884|0|"Clos du Doubs"|"JU"|578339|244708|2381|7.151953|47.352864|6808|"JU02"
"Montet (Broye)"|1483|0|"Les Montets"|"FR"|556505|185144|2382|6.868711|46.816028|2050|"FR01"
"Montet (Glâne)"|1674|2|"Montet (Glâne)"|"FR"|552176|166118|2383|6.813975|46.644586|2102|"FR02"
"Montezillon"|2037|2|"Rochefort"|"NE"|554243|204127|2384|6.837167|46.986628|6487|"NE01"
"Montfaucon"|2362|0|"Montfaucon"|"JU"|570679|236935|2385|7.051083|47.282656|6751|"JU03"
"Montfavergier"|2362|2|"Montfaucon"|"JU"|573621|239914|2386|7.089794|47.309575|6751|"JU03"
"Montherod"|1174|0|"Montherod"|"VD"|517643|150282|2387|6.365786|46.498781|5432|"VD04"
"Monthey"|1870|0|"Monthey"|"VS"|551885|117479|2388|6.815219|46.207044|6153|"VS08"
"Monthey"|1870|0|"Monthey"|"VS"|562087|122482|2389|6.946994|46.252700|6153|"VS08"
"Montignez"|2924|0|"Basse-Allaine"|"JU"|571411|259655|2390|7.059306|47.487036|6807|"JU02"
"Montlingen"|9462|0|"Oberriet (SG)"|"SG"|762623|244898|2391|9.590514|47.334875|3254|"SG03"
"Montlingen"|9462|0|"Oberriet (SG)"|"SG"|756403|242048|2392|9.507253|47.310756|3254|"SG03"
"Montmagny"|1587|0|"Vully-les-Lacs"|"VD"|567309|197387|2393|7.009397|46.926772|5464|"VD03"
"Montmelon"|2883|0|"Clos du Doubs"|"JU"|580418|244702|2394|7.179469|47.352875|6808|"JU02"
"Montmollin"|2037|0|"Val-de-Ruz"|"NE"|554990|204837|2395|6.846914|46.993064|6487|"NE01"
"Montpreveyres"|1081|0|"Montpreveyres"|"VD"|547080|159452|2396|6.748181|46.584242|5792|"VD02"
"Montreux"|1820|0|"Montreux"|"VD"|559572|142281|2397|6.912661|46.430653|5891|"VD05"
"Montricher"|1147|0|"Montricher"|"VD"|518652|161650|2398|6.376925|46.601158|5492|"VD02"
"Montsevelier"|2828|0|"Val Terbi"|"JU"|605419|245366|2399|7.510367|47.359117|6730|"JU01"
"Montévraz"|1724|4|"Le Mouret"|"FR"|579916|175045|2400|7.175911|46.726300|2220|"FR04"
"Moosleerau"|5054|2|"Moosleerau"|"AG"|647026|235247|2401|8.060028|47.266450|4277|"AG11"
"Moosseedorf"|3302|0|"Moosseedorf"|"BE"|603313|207387|2402|7.482211|47.017519|544|"BE01"
"Morbio Inferiore"|6834|0|"Morbio Inferiore"|"TI"|722776|78949|2403|9.019183|45.851050|5257|"TI04"
"Morbio Superiore"|6835|0|"Breggia"|"TI"|722967|80215|2404|9.021969|45.862400|5269|"TI04"
"Morcles"|1892|2|"Lavey-Morcles"|"VD"|568968|117584|2405|7.036550|46.208992|5406|"VD05"
"Morcote"|6922|0|"Morcote"|"TI"|714470|86840|2406|8.914194|45.923472|5203|"TI03"
"Morens FR"|1541|2|"Morens (FR)"|"FR"|559487|188283|2407|6.907506|46.844450|2033|"FR01"
"Morgarten"|6315|3|"Oberägeri"|"ZG"|690827|217342|2408|8.635128|47.100847|1706|"ZG01"
"Morges"|1110|0|"Morges"|"VD"|527961|151479|2409|6.499997|46.510739|5642|"VD02"
"Morgins"|1875|0|"Troistorrents"|"VS"|555171|120809|2410|6.857475|46.237225|6156|"VS08"
"Morissen"|7143|0|"Lumnezia"|"GR"|732950|176942|2411|9.178078|46.730411|3618|"GR12"
"Morlens"|1674|3|"Ursy"|"FR"|553921|167044|2412|6.836672|46.653039|2102|"FR02"
"Morlon"|1638|0|"Morlon"|"FR"|573129|164136|2413|7.087767|46.627931|2143|"FR03"
"Morrens VD"|1054|0|"Morrens (VD)"|"VD"|537773|160314|2414|6.626642|46.591194|5527|"VD02"
"Morschach"|6443|0|"Morschach"|"SZ"|689647|203890|2415|8.616925|46.980019|1366|"SZ01"
"Mosen"|6295|0|"Hitzkirch"|"LU"|659747|232735|2416|8.227775|47.242828|1030|"LU05"
"Mosnang"|9607|0|"Mosnang"|"SG"|720909|246733|2417|9.039211|47.360344|3394|"SG07"
"Mosogno"|6611|13|"Mosogno"|"TI"|692661|117084|2418|8.639081|46.198833|5136|"TI02"
"Mossel"|1675|3|"Ursy"|"FR"|554850|162003|2419|6.849303|46.607758|2102|"FR02"
"Motto (Blenio)"|6721|2|"Acquarossa"|"TI"|717801|143079|2420|8.971278|46.428703|5050|"TI01"
"Moudon"|1510|0|"Moudon"|"VD"|551061|168747|2421|6.799131|46.668156|5688|"VD03"
"Moutier"|2740|0|"Moutier"|"BE"|594971|236623|2422|7.372169|47.280481|700|"BE09"
"Movelier"|2812|0|"Movelier"|"JU"|591000|251133|2423|7.319392|47.410947|6718|"JU01"
"Mugena"|6939|1|"Alto Malcantone"|"TI"|712318|100740|2424|8.889772|46.048847|5237|"TI03"
"Muggio"|6838|0|"Breggia"|"TI"|724507|84736|2425|9.042983|45.902778|5269|"TI04"
"Muhen"|5037|0|"Muhen"|"AG"|646310|242866|2426|8.051353|47.335028|4009|"AG01"
"Mulegns"|7455|0|"Mulegns"|"GR"|767260|154902|2427|9.618747|46.524503|3534|"GR07"
"Mumpf"|4322|0|"Mumpf"|"AG"|635747|266149|2428|7.913461|47.545089|4255|"AG08"
"Mumpé Medel"|7183|0|"Disentis/Mustér"|"GR"|707751|171640|2429|8.847222|46.687275|3982|"GR13"
"Mund"|3903|0|"Naters"|"VS"|638545|129562|2430|7.939061|46.316350|6007|"VS02"
"Muntelier"|3286|0|"Muntelier"|"FR"|576043|198308|2431|7.124028|46.935431|2274|"FR05"
"Muolen"|9313|0|"Muolen"|"SG"|741806|264954|2432|9.321531|47.520017|3202|"SG01"
"Muotathal"|6436|0|"Muotathal"|"SZ"|700530|203787|2433|8.759919|46.977533|1367|"SZ01"
"Mur (Vully) FR"|1787|1|"Haut-Vully"|"FR"|571430|199342|2434|7.063383|46.944547|2281|"FR05"
"Mur (Vully) VD"|1787|2|"Vully-les-Lacs"|"VD"|571171|199390|2435|7.059981|46.944969|2281|"FR05"
"Muralto"|6600|2|"Muralto"|"TI"|705329|114590|2436|8.802603|46.174542|5113|"TI02"
"Muraz (Collombey)"|1893|0|"Collombey-Muraz"|"VS"|560470|125550|2437|6.925767|46.280203|6152|"VS08"
"Muraz (Sierre)"|3960|5|"Sierre"|"VS"|606949|127354|2438|7.528822|46.297558|6243|"VS05"
"Murg"|8877|0|"Quarten"|"SG"|734729|219303|2439|9.213886|47.111006|3295|"SG05"
"Murgenthal"|4853|0|"Murgenthal"|"AG"|629790|235021|2440|7.832264|47.265419|4279|"AG11"
"Murgenthal"|4853|0|"Murgenthal"|"AG"|629535|233437|2441|7.828792|47.251183|4279|"AG11"
"Muri AG"|5630|0|"Muri (AG)"|"AG"|668105|236105|2442|8.338669|47.272331|4236|"AG07"
"Muri b. Bern"|3074|0|"Muri bei Bern"|"BE"|603796|197476|2443|7.488481|46.928367|356|"BE01"
"Muriaux"|2338|2|"Muriaux"|"JU"|565149|232899|2444|6.978303|47.246086|6753|"JU03"
"Murist"|1489|0|"Murist"|"FR"|551797|182336|2445|6.807319|46.790444|2034|"FR01"
"Murten"|3280|0|"Murten"|"FR"|575666|197530|2446|7.119119|46.928417|2261|"FR05"
"Murzelen"|3034|0|"Wohlen bei Bern"|"BE"|590585|203258|2447|7.314894|46.980319|360|"BE01"
"Mutrux"|1428|2|"Mutrux"|"VD"|545796|192690|2448|6.727500|46.883117|5566|"VD03"
"Mutten"|7431|1|"Mutten"|"GR"|757518|171842|2449|9.497625|46.679200|3503|"GR07"
"Muttenz"|4132|0|"Muttenz"|"BL"|616256|263384|2450|7.654467|47.520994|2770|"BL01"
"Muzzano"|6933|0|"Muzzano"|"TI"|714673|95187|2451|8.918839|45.998508|5205|"TI03"
"Mädris-Vermol"|8886|0|"Mels"|"SG"|748394|212838|2452|9.391753|47.049950|3293|"SG05"
"Mägenwil"|5506|0|"Mägenwil"|"AG"|660005|251294|2453|8.233664|47.409725|4032|"AG02"
"Männedorf"|8708|0|"Männedorf"|"ZH"|695243|234899|2454|8.697000|47.258128|155|"ZH04"
"Märstetten"|8560|0|"Märstetten"|"TG"|722171|272507|2455|9.062969|47.591875|4941|"TG08"
"Märwil"|9562|0|"Affeltrangen"|"TG"|722822|265686|2456|9.069739|47.530419|4711|"TG06"
"Ménières"|1533|0|"Ménières"|"FR"|557452|181594|2457|6.881450|46.784156|2027|"FR01"
"Mézery-près-Donneloye"|1407|3|"Donneloye"|"VD"|545656|177789|2458|6.727433|46.749072|5903|"VD03"
"Mézières FR"|1684|0|"Mézières (FR)"|"FR"|560804|169895|2459|6.926344|46.679125|2087|"FR02"
"Mézières VD"|1083|0|"Mézières (VD)"|"VD"|548856|160659|2460|6.771217|46.595236|5791|"VD02"
"Môtier (Vully)"|1787|0|"Haut-Vully"|"FR"|572925|199770|2461|7.082994|46.948461|2281|"FR05"
"Môtiers NE"|2112|0|"Val-de-Travers"|"NE"|536993|195977|2462|6.611561|46.911908|6512|"NE02"
"Möhlin"|4313|0|"Möhlin"|"AG"|630463|267968|2463|7.843400|47.561717|4254|"AG08"
"Mönchaltorf"|8617|0|"Mönchaltorf"|"ZH"|696508|241048|2464|8.715031|47.313244|196|"ZH02"
"Mönthal"|5237|0|"Mönthal"|"AG"|652856|263154|2465|8.140356|47.517000|4106|"AG03"
"Mörel"|3983|0|"Mörel-Filet"|"VS"|646650|134236|2466|8.044750|46.357881|6203|"VS02"
"Mörigen"|2572|2|"Mörigen"|"BE"|582787|214837|2467|7.211964|47.084317|742|"BE08"
"Möriken AG"|5103|2|"Möriken-Wildegg"|"AG"|656775|252012|2468|8.190964|47.416467|4203|"AG05"
"Mörschwil"|9402|0|"Mörschwil"|"SG"|749701|259384|2469|9.424450|47.468186|3214|"SG01"
"Mötschwil"|3324|2|"Mötschwil"|"BE"|609785|210874|2470|7.567408|47.048822|409|"BE06"
