"ID"|"SWISSDOC"
63129|"9.555.12.0"
63129|"9.555.2.0"
63130|"9.555.2.0"
63130|"9.555.8.0"
63184|"9.555.4.0"
64620|"9.000.3.0"
64622|"9.616.3.0"
64623|"9.120.2.0"
1851|"9.430.4.0"
1852|"9.430.4.0"
1853|"9.430.4.0"
1855|"9.430.4.0"
1859|"9.430.4.0"
57684|"9.430.4.0"
64626|"9.430.2.0"
64627|"9.430.2.0"
64628|"9.430.4.0"
64629|"9.430.4.0"
64630|"9.430.4.0"
64631|"9.430.4.0"
64632|"9.731.15.0"
64633|"9.430.4.0"
64634|"9.430.4.0"
64636|"9.430.4.0"
64637|"9.616.6.0"
64637|"9.430.2.0"
1849|"9.430.4.0"
1872|"9.430.2.0"
1872|"9.561.1.0"
1877|"9.563.8.0"
1877|"9.430.2.0"
1881|"9.590.4.0"
1881|"9.430.2.0"
1890|"9.703.7.0"
1890|"9.430.2.0"
1890|"9.613.2.0"
1890|"9.703.5.0"
1907|"9.623.4.0"
1907|"9.430.2.0"
42062|"9.616.3.0"
42062|"9.430.2.0"
57492|"9.851.1.0"
57685|"9.430.4.0"
42039|"9.563.2.0"
42413|"9.731.16.0"
42413|"9.722.1.0"
42422|"9.616.10.0"
42423|"9.563.1.0"
42567|"9.725.25.0"
42568|"9.725.1.0"
42570|"9.725.1.0"
42573|"9.725.10.0"
42575|"9.725.20.0"
42579|"9.725.4.0"
42715|"9.340.4.0"
42717|"9.725.17.0"
42718|"9.811.2.0"
42718|"9.814.9.0"
42867|"9.852.2.0"
42868|"9.703.5.0"
42868|"9.701.1.0"
42871|"9.616.4.0"
42871|"9.615.3.0"
42872|"9.851.2.0"
42874|"9.623.1.0"
42876|"9.614.4.0"
42878|"9.703.2.0"
42878|"9.562.1.0"
42879|"9.703.2.0"
42982|"9.850.2.0"
42983|"9.850.2.0"
42984|"9.850.2.0"
42985|"9.850.2.0"
42988|"9.850.2.0"
42989|"9.850.2.0"
43132|"9.852.2.0"
43539|"9.721.70.0"
43541|"9.220.2.0"
43543|"9.862.5.0"
43545|"9.861.11.0"
43548|"9.861.5.0"
43549|"9.861.13.0"
43551|"9.861.16.0"
43553|"9.725.10.0"
43555|"9.866.1.0"
43557|"9.855.1.0"
43559|"9.852.1.0"
43584|"9.555.5.0"
43586|"9.553.4.0"
43587|"9.553.4.0"
43588|"9.553.4.0"
43589|"9.553.4.0"
43590|"9.553.4.0"
43591|"9.722.1.0"
43651|"9.703.3.0"
43651|"9.734.11.0"
43655|"9.725.13.0"
52907|"9.725.13.0"
43661|"9.854.1.0"
43662|"9.854.1.0"
43663|"9.854.1.0"
43664|"9.854.1.0"
52912|"9.854.1.0"
62966|"9.854.1.0"
62967|"9.854.1.0"
62968|"9.854.1.0"
43667|"9.853.1.0"
43668|"9.853.1.0"
43675|"9.350.1.0"
62961|"9.723.7.0"
62962|"9.723.7.0"
62963|"9.723.7.0"
44379|"9.563.5.0"
44380|"9.826.10.0"
62964|"9.826.10.0"
44381|"9.563.5.0"
44382|"9.721.71.0"
44386|"9.614.3.0"
44387|"9.854.1.0"
44394|"9.826.10.0"
44395|"9.616.5.0"
44396|"9.703.2.0"
44414|"9.854.1.0"
44425|"9.866.1.0"
44427|"9.866.1.0"
44430|"9.852.1.0"
44432|"9.616.4.0"
44465|"9.854.1.0"
44627|"9.852.2.0"
44639|"9.851.3.0"
44640|"9.611.3.0"
44696|"9.854.2.0"
44697|"9.731.21.0"
44697|"9.701.1.0"
44704|"9.732.1.0"
44932|"9.130.1.0"
44933|"9.130.1.0"
44938|"9.822.12.0"
44938|"9.822.50.0"
44939|"9.851.3.0"
44941|"9.851.2.0"
44947|"9.814.6.0"
44955|"9.721.70.0"
44958|"9.562.2.0"
44966|"9.826.10.0"
44967|"9.703.5.0"
44969|"9.811.5.0"
44974|"9.721.1.0"
44977|"9.130.2.0"
44978|"9.130.2.0"
44978|"9.563.7.0"
44978|"9.616.3.0"
44979|"9.822.20.0"
44982|"9.824.8.0"
44984|"9.130.2.0"
44985|"9.814.3.0"
44989|"9.130.2.0"
44989|"9.230.1.0"
44989|"9.822.12.0"
44994|"9.130.2.0"
44994|"9.822.12.0"
44995|"9.130.2.0"
44995|"9.563.8.0"
44996|"9.721.34.0"
44999|"9.540.2.0"
45005|"9.614.3.0"
45016|"9.616.4.0"
45049|"9.220.4.0"
45049|"9.734.11.0"
45050|"9.220.4.0"
45050|"9.734.11.0"
45051|"9.703.5.0"
45051|"9.220.4.0"
45053|"9.220.4.0"
45053|"9.703.1.0"
45056|"9.220.4.0"
45056|"9.616.10.0"
45058|"9.703.2.0"
45059|"9.210.4.0"
45063|"9.430.8.0"
45080|"9.701.1.0"
45081|"9.701.1.0"
45082|"9.623.4.0"
45083|"9.430.2.0"
45085|"9.617.1.0"
45093|"9.616.6.0"
45100|"9.616.10.0"
45102|"9.614.3.0"
45194|"9.853.1.0"
45195|"9.614.3.0"
45196|"9.852.3.0"
45197|"9.854.3.0"
45199|"9.855.1.0"
45200|"9.701.1.0"
45210|"9.734.3.0"
45214|"9.826.10.0"
45218|"9.000.2.3"
45220|"9.830.5.0"
45223|"9.562.2.0"
45224|"9.851.2.0"
45232|"9.563.3.0"
45234|"9.616.6.0"
45388|"9.734.11.0"
45389|"9.734.11.0"
45397|"9.822.37.0"
45407|"9.310.2.0"
45411|"9.822.47.0"
45413|"9.130.1.0"
45417|"9.851.5.0"
45448|"9.723.5.0"
45449|"9.723.5.0"
45449|"9.725.1.0"
45451|"9.723.5.0"
45461|"9.563.8.0"
45464|"9.814.3.0"
45470|"9.814.4.0"
45472|"9.562.2.0"
45473|"9.564.3.0"
45475|"9.562.2.0"
45628|"9.590.1.0"
45630|"9.721.71.0"
45631|"9.616.9.0"
45658|"9.563.2.0"
45659|"9.160.6.0"
45660|"9.160.6.0"
45662|"9.563.3.0"
45663|"9.563.3.0"
45664|"9.555.4.0"
45665|"9.616.1.0"
45667|"9.563.5.0"
45805|"9.854.2.0"
46312|"9.563.3.0"
46319|"9.721.70.0"
46372|"9.824.2.0"
46384|"9.616.1.0"
46389|"9.703.7.0"
60993|"9.703.7.0"
60994|"9.703.7.0"
60995|"9.703.7.0"
60996|"9.703.7.0"
46392|"9.703.7.0"
46393|"9.703.7.0"
61055|"9.703.7.0"
61056|"9.703.7.0"
46400|"9.703.5.0"
60983|"9.703.5.0"
60984|"9.703.5.0"
60985|"9.703.5.0"
60986|"9.703.5.0"
46401|"9.562.2.0"
46605|"9.563.1.0"
46606|"9.220.2.0"
46608|"9.702.5.0"
46608|"9.734.11.0"
46612|"9.130.2.0"
46614|"9.616.1.0"
46615|"9.852.1.0"
46616|"9.852.2.0"
46617|"9.852.2.0"
46618|"9.852.2.0"
46619|"9.852.1.0"
46621|"9.722.3.0"
46622|"9.722.3.0"
46623|"9.722.3.0"
46626|"9.814.3.0"
46638|"9.564.3.0"
46639|"9.430.9.0"
46640|"9.430.9.0"
46641|"9.430.9.0"
46644|"9.852.2.0"
46767|"9.616.10.0"
46767|"9.702.6.0"
46768|"9.616.10.0"
46768|"9.830.3.0"
46768|"9.734.11.0"
46770|"9.616.10.0"
46770|"9.623.1.0"
46771|"9.612.1.0"
46774|"9.430.2.0"
46776|"9.702.6.0"
60997|"9.702.6.0"
60998|"9.702.6.0"
60999|"9.702.6.0"
61000|"9.702.6.0"
61001|"9.702.6.0"
46783|"9.734.6.0"
46784|"9.703.7.0"
61062|"9.703.7.0"
53928|"9.611.3.0"
46819|"9.811.5.0"
46821|"9.703.2.0"
46823|"9.703.2.0"
53955|"9.703.2.0"
46825|"9.703.2.0"
46828|"9.614.3.0"
46843|"9.616.3.0"
46846|"9.616.4.0"
46847|"9.615.1.0"
46849|"9.563.3.0"
46850|"9.616.4.0"
42203|"9.853.2.0"
42208|"9.822.37.0"
52772|"9.721.6.0"
52774|"9.721.6.0"
52775|"9.732.1.0"
52775|"9.830.3.0"
52785|"9.734.11.0"
52807|"9.710.8.0"
52810|"9.000.1.0"
52814|"9.562.1.0"
52816|"9.824.3.0"
52817|"9.852.1.0"
52818|"9.701.1.0"
52818|"9.615.1.0"
52823|"9.733.3.0"
52824|"9.703.5.0"
52824|"9.725.5.0"
52826|"9.814.6.0"
52833|"9.563.8.0"
52834|"9.563.1.0"
52835|"9.562.1.0"
52836|"9.563.2.0"
52837|"9.814.3.0"
53702|"9.614.3.0"
53704|"9.725.13.0"
53708|"9.854.2.0"
53904|"9.723.5.0"
53907|"9.703.2.0"
53908|"9.723.5.0"
53909|"9.615.1.0"
53912|"9.703.1.0"
54132|"9.722.1.0"
54133|"9.723.10.0"
54309|"9.722.1.0"
54316|"9.722.1.0"
54321|"9.614.4.0"
54329|"9.616.6.0"
54330|"9.450.1.0"
54334|"9.854.1.0"
54334|"9.854.2.0"
54573|"9.616.4.0"
54578|"9.566.2.0"
54579|"9.564.3.0"
54580|"9.564.3.0"
54581|"9.614.3.0"
54581|"9.623.4.0"
61020|"9.710.5.0"
61020|"9.160.4.0"
61020|"9.830.2.0"
61020|"9.170.6.0"
54618|"9.710.5.0"
54618|"9.160.6.0"
54618|"9.160.3.0"
54876|"9.616.10.0"
54877|"9.614.3.0"
54878|"9.731.29.0"
54879|"9.562.2.0"
54970|"9.725.5.0"
54974|"9.814.3.0"
54975|"9.814.3.0"
55033|"9.851.1.0"
55034|"9.851.1.0"
55035|"9.350.3.0"
55041|"9.822.37.0"
55041|"9.554.3.0"
55043|"9.623.4.0"
55044|"9.701.1.0"
55045|"9.851.1.0"
55047|"9.721.6.0"
55048|"9.721.6.0"
55051|"9.721.71.0"
55053|"9.703.6.0"
55058|"9.822.50.0"
55071|"9.826.10.0"
55072|"9.826.10.0"
55073|"9.826.10.0"
55074|"9.826.10.0"
55075|"9.826.10.0"
55076|"9.826.10.0"
55077|"9.623.4.0"
55078|"9.722.1.0"
55125|"9.866.2.0"
55126|"9.866.2.0"
55127|"9.866.2.0"
55128|"9.866.2.0"
55134|"9.822.50.0"
55136|"9.822.50.0"
55137|"9.722.1.0"
55139|"9.150.6.0"
55140|"9.310.2.0"
55141|"9.814.6.0"
55142|"9.230.1.0"
55143|"9.852.3.0"
55145|"9.814.8.0"
55145|"9.814.4.0"
55146|"9.814.8.0"
55148|"9.724.2.0"
55150|"9.563.6.0"
55151|"9.230.1.0"
55688|"9.855.2.0"
55687|"9.855.2.0"
55689|"9.855.2.0"
55698|"9.855.2.0"
55699|"9.855.2.0"
55702|"9.861.16.0"
55703|"9.861.16.0"
55706|"9.623.4.0"
55708|"9.861.16.0"
55709|"9.861.16.0"
55710|"9.861.16.0"
55711|"9.861.16.0"
55712|"9.861.16.0"
55713|"9.861.16.0"
55714|"9.814.3.0"
55715|"9.562.1.0"
55717|"9.556.4.0"
55718|"9.616.10.0"
55719|"9.854.3.0"
55721|"9.854.3.0"
55722|"9.852.2.0"
55724|"9.814.3.0"
55725|"9.814.4.0"
55731|"9.701.3.0"
55733|"9.616.7.0"
55734|"9.612.4.0"
55900|"9.450.7.0"
55901|"9.450.7.0"
55902|"9.450.7.0"
55903|"9.703.7.0"
55903|"9.830.7.0"
55904|"9.555.4.0"
56086|"9.616.4.0"
56092|"9.710.8.0"
56094|"9.851.2.0"
56096|"9.854.2.0"
56106|"9.732.1.0"
56108|"9.732.1.0"
56110|"9.623.4.0"
56158|"9.722.4.0"
56158|"9.731.9.0"
56160|"9.731.9.0"
56162|"9.722.1.0"
56190|"9.564.2.0"
56199|"9.722.3.0"
56201|"9.855.1.0"
56202|"9.220.2.0"
56209|"9.722.3.0"
56211|"9.320.1.0"
56215|"9.722.3.0"
56216|"9.722.3.0"
56217|"9.130.2.0"
56219|"9.130.2.0"
56220|"9.616.3.0"
56220|"9.130.2.0"
56222|"9.130.2.0"
56223|"9.822.12.0"
56224|"9.230.1.0"
56224|"9.130.2.0"
56225|"9.130.2.0"
56225|"9.450.5.0"
56226|"9.130.2.0"
56227|"9.130.2.0"
56228|"9.814.5.0"
56230|"9.130.2.0"
56235|"9.611.3.0"
56236|"9.722.3.0"
56237|"9.722.3.0"
56238|"9.555.7.0"
56239|"9.554.2.0"
56244|"9.563.6.0"
56246|"9.000.2.3"
56248|"9.561.1.0"
56249|"9.851.2.0"
56250|"9.616.4.0"
56251|"9.563.1.0"
56252|"9.563.2.0"
56253|"9.851.1.0"
56254|"9.851.2.0"
56256|"9.853.1.0"
56257|"9.852.3.0"
56258|"9.561.1.0"
56259|"9.852.2.0"
56260|"9.854.1.0"
56261|"9.854.2.0"
56262|"9.563.4.0"
56264|"9.611.3.0"
56265|"9.563.4.0"
56266|"9.850.2.0"
56267|"9.563.4.0"
56270|"9.701.1.0"
56270|"9.721.70.0"
56272|"9.862.5.0"
56277|"9.564.3.0"
56278|"9.563.5.0"
56280|"9.731.15.0"
56280|"9.731.8.0"
56281|"9.563.1.0"
56282|"9.563.2.0"
56283|"9.702.6.0"
56291|"9.825.7.0"
56291|"9.721.95.0"
56295|"9.725.10.0"
56296|"9.725.10.0"
56297|"9.725.10.0"
56316|"9.722.3.0"
56319|"9.725.24.0"
56337|"9.722.3.0"
56338|"9.631.3.0"
56340|"9.852.1.0"
56341|"9.851.1.0"
56342|"9.852.2.0"
56343|"9.852.2.0"
56344|"9.852.2.0"
56345|"9.851.2.0"
56346|"9.850.2.0"
56347|"9.854.2.0"
56348|"9.854.2.0"
56349|"9.854.2.0"
56354|"9.614.3.0"
56355|"9.701.1.0"
56359|"9.725.26.0"
56361|"9.725.26.0"
56361|"9.701.1.0"
56363|"9.701.1.0"
56365|"9.701.1.0"
56365|"9.702.5.0"
56366|"9.701.1.0"
56366|"9.702.5.0"
56367|"9.616.10.0"
56368|"9.701.1.0"
56368|"9.703.5.0"
56368|"9.725.9.0"
56369|"9.701.1.0"
56369|"9.725.9.0"
56370|"9.703.1.0"
56370|"9.616.10.0"
56371|"9.851.2.0"
56372|"9.853.2.0"
52923|"9.830.2.0"
52923|"9.824.8.0"
52924|"9.734.11.0"
59686|"9.866.1.0"
59694|"9.854.1.0"
59711|"9.564.4.0"
59711|"9.563.8.0"
59712|"9.564.4.0"
59712|"9.563.8.0"
59713|"9.563.8.0"
59716|"9.564.3.0"
59717|"9.563.8.0"
59718|"9.563.8.0"
59719|"9.563.8.0"
59722|"9.814.6.0"
59723|"9.814.6.0"
59724|"9.814.6.0"
59725|"9.814.6.0"
59726|"9.450.5.0"
59727|"9.450.4.0"
59728|"9.450.4.0"
59729|"9.430.3.0"
59730|"9.554.2.0"
59746|"9.564.2.0"
59747|"9.564.2.0"
59748|"9.814.4.0"
59757|"9.564.3.0"
59764|"9.563.8.0"
59765|"9.561.1.0"
59766|"9.616.5.0"
59878|"9.320.1.0"
60013|"9.563.2.0"
60014|"9.562.1.0"
60015|"9.563.3.0"
60016|"9.563.5.0"
60019|"9.563.4.0"
60022|"9.814.3.0"
60024|"9.562.1.0"
60025|"9.814.4.0"
60026|"9.566.3.0"
60027|"9.566.3.0"
60029|"9.814.4.0"
60032|"9.564.3.0"
60033|"9.564.2.0"
60036|"9.564.3.0"
60037|"9.565.2.0"
60043|"9.566.2.0"
60044|"9.561.1.0"
60051|"9.710.9.0"
60181|"9.852.2.0"
60182|"9.725.10.0"
60183|"9.562.2.0"
60189|"9.731.9.0"
60190|"9.725.10.0"
60196|"9.725.10.0"
60197|"9.723.10.0"
60198|"9.723.10.0"
60199|"9.615.3.0"
60200|"9.614.3.0"
60202|"9.723.10.0"
60203|"9.725.10.0"
60204|"9.851.1.0"
60205|"9.725.10.0"
60324|"9.703.2.0"
60325|"9.555.8.0"
60327|"9.555.8.0"
60328|"9.561.1.0"
60330|"9.564.2.0"
60331|"9.563.2.0"
60598|"9.855.1.0"
60599|"9.851.1.0"
60600|"9.851.1.0"
60602|"9.862.5.0"
60603|"9.866.1.0"
60609|"9.814.6.0"
60610|"9.814.4.0"
60611|"9.703.5.0"
60611|"9.703.7.0"
60613|"9.562.1.0"
60614|"9.825.8.0"
60615|"9.563.1.0"
60616|"9.563.1.0"
60617|"9.814.3.0"
60618|"9.564.3.0"
60619|"9.564.3.0"
60620|"9.814.3.0"
60621|"9.814.3.0"
60623|"9.703.5.0"
60623|"9.703.7.0"
60624|"9.623.4.0"
60624|"9.615.1.0"
60626|"9.000.3.0"
60627|"9.615.1.0"
60643|"9.130.2.0"
60644|"9.862.5.0"
60645|"9.130.2.0"
60646|"9.130.2.0"
60647|"9.562.2.0"
60647|"9.563.4.0"
60648|"9.725.10.0"
60658|"9.703.2.0"
60659|"9.140.4.0"
60661|"9.703.2.0"
60661|"9.703.3.0"
60663|"9.615.1.0"
60664|"9.725.10.0"
60666|"9.614.1.0"
60667|"9.562.2.0"
60668|"9.725.10.0"
60669|"9.564.3.0"
60670|"9.565.2.0"
60837|"9.130.2.0"
60837|"9.140.4.0"
60838|"9.130.2.0"
60838|"9.140.15.0"
60839|"9.130.2.0"
60840|"9.710.5.0"
60842|"9.710.5.0"
60843|"9.862.5.0"
60844|"9.851.5.0"
60845|"9.851.5.0"
60845|"9.703.7.0"
60851|"9.130.2.0"
60852|"9.130.2.0"
60853|"9.130.2.0"
60854|"9.722.1.0"
60855|"9.722.1.0"
60856|"9.722.1.0"
60857|"9.722.1.0"
60858|"9.722.1.0"
61203|"9.734.11.0"
61205|"9.554.2.0"
61206|"9.814.3.0"
61210|"9.855.1.0"
61256|"9.734.4.0"
61258|"9.861.16.0"
61262|"9.623.4.0"
61262|"9.731.15.0"
61263|"9.710.8.0"
61264|"9.566.2.0"
61264|"9.566.1.0"
61265|"9.614.3.0"
61414|"9.616.9.0"
61414|"9.540.2.0"
61415|"9.734.11.0"
61422|"9.612.4.0"
61422|"9.612.2.0"
61423|"9.703.5.0"
61423|"9.703.3.0"
61423|"9.703.7.0"
61429|"9.852.3.0"
61433|"9.851.3.0"
61442|"9.725.1.0"
61447|"9.854.1.0"
61452|"9.851.5.0"
61454|"9.703.2.0"
61458|"9.623.4.0"
61461|"9.615.3.0"
61463|"9.563.4.0"
61464|"9.703.5.0"
61465|"9.701.1.0"
61466|"9.616.10.0"
61570|"9.710.8.0"
61575|"9.710.8.0"
61579|"9.612.5.0"
61657|"9.350.4.0"
61659|"9.340.4.0"
61661|"9.702.7.0"
61662|"9.616.7.0"
61665|"9.814.3.0"
61666|"9.563.4.0"
61667|"9.614.3.0"
61668|"9.616.4.0"
61669|"9.616.4.0"
61673|"9.350.3.0"
61674|"9.350.1.0"
61675|"9.350.1.0"
61676|"9.616.10.0"
61679|"9.734.4.0"
61685|"9.851.1.0"
61686|"9.814.4.0"
61687|"9.814.4.0"
61689|"9.613.2.0"
61694|"9.854.3.0"
61700|"9.615.1.0"
61701|"9.615.1.0"
61702|"9.615.1.0"
61703|"9.615.1.0"
61707|"9.725.25.0"
61708|"9.725.25.0"
61714|"9.710.5.0"
61715|"9.702.3.0"
61715|"9.830.2.0"
61716|"9.000.3.1"
61719|"9.722.1.0"
61720|"9.862.1.0"
61721|"9.320.1.0"
61722|"9.861.16.0"
61723|"9.722.1.0"
61724|"9.701.3.0"
61725|"9.701.3.0"
61736|"9.565.2.0"
61736|"9.566.1.0"
61736|"9.566.2.0"
61739|"9.822.50.0"
61741|"9.811.5.0"
61742|"9.811.5.0"
61743|"9.814.3.0"
61744|"9.814.8.0"
61745|"9.814.6.0"
61746|"9.616.4.0"
61747|"9.563.3.0"
61748|"9.703.7.0"
61748|"9.734.11.0"
62375|"9.631.1.0"
62376|"9.563.8.0"
62377|"9.563.8.0"
62378|"9.703.7.0"
62379|"9.563.8.0"
32309|"9.702.5.0"
32309|"9.701.3.0"
52285|"9.614.3.0"
52381|"9.616.6.0"
57927|"9.614.3.0"
57928|"9.710.8.0"
58287|"9.822.12.0"
58375|"9.822.12.0"
58290|"9.814.9.0"
58291|"9.824.8.0"
58291|"9.824.5.0"
58292|"9.826.10.0"
64335|"9.725.6.0"
64337|"9.555.5.0"
64338|"9.554.2.0"
64340|"9.616.6.0"
2726|"9.562.2.0"
47841|"9.562.2.0"
8103|"9.702.7.0"
8103|"9.851.1.0"
8105|"9.851.1.0"
8106|"9.851.1.0"
8108|"9.851.1.0"
16973|"9.000.1.0"
16973|"9.851.1.0"
16974|"9.000.1.0"
12135|"9.851.1.0"
12136|"9.851.1.0"
12137|"9.852.1.0"
12138|"9.853.1.0"
44767|"9.851.1.0"
44768|"9.851.1.0"
44771|"9.851.1.0"
44773|"9.851.1.0"
5229|"9.611.3.0"
5233|"9.616.6.0"
5234|"9.616.6.0"
1888|"9.616.6.0"
1888|"9.430.2.0"
42063|"9.616.3.0"
42063|"9.430.2.0"
50665|"9.430.2.0"
50667|"9.430.2.0"
50667|"9.170.6.0"
50668|"9.430.2.0"
50668|"9.170.6.0"
50783|"9.430.2.0"
50783|"9.570.6.0"
57369|"9.430.2.0"
57682|"9.430.2.0"
57683|"9.430.2.0"
64632|"9.731.15.0"
64638|"9.430.2.0"
1189|"9.450.8.0"
2064|"9.854.1.0"
2065|"9.854.2.0"
25931|"9.703.6.0"
25933|"9.824.8.0"
25933|"9.824.9.0"
25936|"9.830.3.0"
25936|"9.734.11.0"
25936|"9.732.1.0"
25937|"9.830.5.0"
25937|"9.825.8.0"
25938|"9.852.1.0"
25939|"9.853.1.0"
25940|"9.854.1.0"
25941|"9.855.1.0"
25942|"9.865.3.0"
42457|"9.160.3.0"
44340|"9.553.1.0"
44345|"9.553.5.0"
50439|"9.710.5.0"
51530|"9.830.2.0"
51532|"9.830.2.0"
51532|"9.830.7.0"
51532|"9.827.1.0"
51776|"9.734.2.0"
52241|"9.854.1.0"
52257|"9.851.2.0"
55905|"9.616.2.0"
55905|"9.830.7.0"
59616|"9.866.2.0"
59936|"9.703.7.0"
64643|"9.430.5.0"
64643|"9.430.2.0"
64644|"9.430.5.0"
64644|"9.430.2.0"
64646|"9.854.2.0"
64647|"9.851.1.0"
1309|"9.710.9.0"
1310|"9.616.1.0"
1310|"9.734.11.0"
1311|"9.710.4.0"
1981|"9.440.1.0"
1990|"9.554.2.0"
1991|"9.555.13.0"
5478|"9.854.1.0"
5478|"9.854.2.0"
5478|"9.852.2.0"
5478|"9.852.1.0"
6226|"9.617.1.0"
6227|"9.617.1.0"
6682|"9.562.1.0"
6684|"9.563.2.0"
10086|"9.852.3.0"
10933|"9.220.2.0"
10936|"9.440.1.0"
10940|"9.553.1.0"
10941|"9.553.1.0"
10943|"9.553.1.0"
10953|"9.563.6.0"
10954|"9.563.6.0"
12005|"9.553.1.0"
28945|"9.534.1.0"
28946|"9.563.3.0"
28948|"9.814.3.0"
34997|"9.430.2.0"
40235|"9.861.16.0"
40236|"9.854.1.0"
40238|"9.852.1.0"
40239|"9.851.1.0"
40240|"9.855.1.0"
40241|"9.861.14.0"
40242|"9.853.1.0"
40244|"9.862.1.0"
44340|"9.553.1.0"
44345|"9.553.5.0"
44347|"9.590.5.0"
44526|"9.563.6.0"
50218|"9.563.1.0"
50219|"9.563.3.0"
51848|"9.701.3.0"
51848|"9.616.10.0"
51863|"9.710.9.0"
51863|"9.701.8.0"
51864|"9.616.10.0"
51864|"9.616.9.0"
51864|"9.710.9.0"
51865|"9.710.4.0"
56646|"9.862.5.0"
57490|"9.854.3.0"
57492|"9.851.1.0"
57493|"9.851.2.0"
57494|"9.851.3.0"
57912|"9.563.6.0"
57913|"9.563.6.0"
57914|"9.553.1.0"
59460|"9.566.1.0"
59461|"9.814.3.0"
59936|"9.703.7.0"
62607|"9.866.1.0"
6949|"9.614.3.0"
6950|"9.614.3.0"
6951|"9.614.3.0"
6952|"9.614.3.0"
6956|"9.613.2.0"
7022|"9.611.3.0"
28347|"9.532.1.0"
28349|"9.564.3.0"
28350|"9.814.3.0"
28351|"9.814.4.0"
33058|"9.701.3.0"
33058|"9.722.1.0"
45919|"9.731.21.0"
51416|"9.614.3.0"
51471|"9.614.3.0"
58002|"9.734.8.0"
64655|"9.616.7.0"
64656|"9.731.21.0"
7196|"9.722.2.0"
62733|"9.722.2.0"
21331|"9.160.3.0"
22654|"9.853.1.0"
24031|"9.616.7.0"
24118|"9.616.9.0"
25658|"9.822.12.0"
25692|"9.824.8.0"
25693|"9.824.8.0"
25694|"9.824.8.0"
26397|"9.555.5.0"
26398|"9.555.5.0"
33058|"9.701.3.0"
33058|"9.722.1.0"
46444|"9.723.11.0"
63450|"9.722.4.0"
63451|"9.722.4.0"
63452|"9.722.4.0"
63453|"9.722.4.0"
1187|"9.822.12.0"
5128|"9.562.1.0"
5130|"9.563.1.0"
5131|"9.563.2.0"
5132|"9.563.3.0"
5135|"9.851.1.0"
5136|"9.852.1.0"
5137|"9.853.1.0"
5138|"9.854.1.0"
5139|"9.855.1.0"
7038|"9.623.4.0"
51471|"9.614.3.0"
51772|"9.721.1.0"
52696|"9.854.1.0"
53754|"9.710.8.0"
53808|"9.710.8.0"
53810|"9.710.8.0"
53813|"9.710.8.0"
54505|"9.000.1.0"
54629|"9.611.9.0"
58507|"9.723.3.0"
42213|"9.854.1.0"
42214|"9.852.1.0"
42215|"9.120.2.0"
42215|"9.120.1.0"
42216|"9.852.1.0"
42217|"9.852.1.0"
42218|"9.852.3.0"
42791|"9.814.3.0"
42911|"9.852.2.0"
42911|"9.852.1.0"
42913|"9.561.2.0"
42914|"9.613.2.0"
42916|"9.614.2.0"
42938|"9.614.3.0"
42944|"9.725.13.0"
42945|"9.725.13.0"
42947|"9.723.10.0"
42974|"9.617.1.0"
43488|"9.563.5.0"
43489|"9.562.1.0"
43494|"9.563.7.0"
43495|"9.563.5.0"
43496|"9.561.1.0"
43497|"9.561.1.0"
43578|"9.350.4.0"
43731|"9.555.5.0"
43822|"9.555.5.0"
62930|"9.814.6.0"
44314|"9.725.27.0"
44316|"9.566.2.0"
44317|"9.563.4.0"
44320|"9.701.3.0"
44322|"9.350.3.0"
44325|"9.350.3.0"
44328|"9.722.1.0"
44329|"9.350.3.0"
44329|"9.350.1.0"
44331|"9.350.3.0"
44333|"9.350.3.0"
44335|"9.350.3.0"
44343|"9.553.1.0"
44344|"9.553.1.0"
44345|"9.553.5.0"
44346|"9.553.4.0"
44347|"9.590.5.0"
44348|"9.611.3.0"
44349|"9.616.10.0"
44363|"9.562.1.0"
44364|"9.814.3.0"
44377|"9.723.7.0"
44509|"9.553.1.0"
44514|"9.851.1.0"
44516|"9.852.2.0"
44523|"9.553.1.0"
44525|"9.350.1.0"
44526|"9.563.6.0"
45301|"9.320.1.0"
45363|"9.725.26.0"
45364|"9.230.1.0"
45365|"9.220.4.0"
45365|"9.562.1.0"
45365|"9.562.2.0"
45365|"9.563.1.0"
45365|"9.563.2.0"
45366|"9.220.4.0"
45366|"9.612.2.0"
45366|"9.612.4.0"
45367|"9.220.4.0"
45367|"9.220.2.0"
45367|"9.220.3.0"
45367|"9.220.5.0"
45368|"9.220.4.0"
45368|"9.220.3.0"
45375|"9.734.11.0"
45377|"9.731.16.0"
45808|"9.563.6.0"
45814|"9.563.6.0"
45815|"9.563.6.0"
45816|"9.563.6.0"
45819|"9.120.2.0"
45821|"9.562.2.0"
45822|"9.562.2.0"
45832|"9.710.8.0"
45847|"9.616.5.0"
45849|"9.616.5.0"
45851|"9.734.2.0"
45862|"9.613.2.0"
46033|"9.855.1.0"
46057|"9.862.1.0"
46061|"9.723.12.0"
46064|"9.854.2.0"
46065|"9.854.2.0"
46066|"9.723.12.0"
46070|"9.851.2.0"
46071|"9.614.3.0"
46076|"9.616.7.0"
46078|"9.722.1.0"
46084|"9.430.4.0"
46661|"9.824.3.0"
46666|"9.854.2.0"
46668|"9.855.1.0"
46676|"9.616.10.0"
46682|"9.703.5.0"
46686|"9.614.3.0"
46689|"9.616.10.0"
46689|"9.710.8.0"
46703|"9.562.2.0"
46707|"9.731.23.0"
